"","MBONtype","DNtype","normvalues"
"11727","MBON02","DNpe038",0.0604347826086957
"11729","MBON04","DNpe038",0.005
"11732","MBON07","DNpe038",0.00339130434782609
"11735","MBON11","DNpe038",0.0165716322166785
"11736","MBON12","DNpe038",0.000534568781183179
"11739","MBON15","DNpe038",0.033125
"11744","MBON18","DNpe038",0.0173913043478261
"11746","MBON20","DNpe038",0.744099786172488
"11748","MBON22","DNpe038",0.0025
"11749","MBON23","DNpe038",0.0804347826086957
"11751","MBON25,MBON34","DNpe038",0.001875
"11755","MBON29","DNpe038",0.00142551674982181
"11756","MBON30","DNpe038",0.0185691375623664
"11759","MBON33","DNpe038",0.0130434782608696
"11760","MBON35","DNpe038",0.00160370634354954
"11762","MBON02","DNpe039",0.017546455201799
"11765","MBON05","DNpe039",0.00280112044817927
"11767","MBON07","DNpe039",0.00563380281690141
"11768","MBON09","DNpe039",0.0187927546402585
"11770","MBON11","DNpe039",0.00107176023260917
"11771","MBON12","DNpe039",0.000768935024990388
"11779","MBON18","DNpe039",0.135501242750621
"11781","MBON20","DNpe039",0.656616167593798
"11782","MBON21","DNpe039",0.00475839420139321
"11783","MBON22","DNpe039",7.23519197376037e-05
"11786","MBON25,MBON34","DNpe039",0.0175800671000242
"11788","MBON27","DNpe039",0.00254246041517738
"11789","MBON28","DNpe039",0.00630252100840336
"11790","MBON29","DNpe039",0.00264125865519717
"11791","MBON30","DNpe039",0.000385973298859473
"11794","MBON33","DNpe039",0.120185850242994
"11795","MBON35","DNpe039",0.00679888444905625
"11800","MBON05","DNpe040",0.00242117206281954
"11803","MBON09","DNpe040",0.00525210266707367
"11805","MBON11","DNpe040",0.000667831798676503
"11816","MBON20","DNpe040",0.649772347509782
"11817","MBON21","DNpe040",0.00393647050293445
"11818","MBON22","DNpe040",8.42128901863912e-05
"11822","MBON26","DNpe040",0.0438061689924581
"11823","MBON27","DNpe040",0.00155976379517938
"11825","MBON29","DNpe040",0.0019080073695512
"11826","MBON30","DNpe040",0.00368091228053002
"11828","MBON32","DNpe040",0.00219555035128806
"11829","MBON33","DNpe040",0.261869113683156
"11830","MBON35","DNpe040",0.0228463460963651
"11832","MBON02","DNpe041",0.05
"11836","MBON06","DNpe041",0.0388888888888889
"11843","MBON14","DNpe041",0.0555555555555556
"11850","MBON19","DNpe041",0.155555555555556
"11854","MBON23","DNpe041",0.533333333333333
"11865","MBON35","DNpe041",0.166666666666667
"11866","MBON01","DNpe042",0.0232540030236339
"11869","MBON04","DNpe042",0.0218086957903764
"11870","MBON05","DNpe042",0.00369746691101827
"11872","MBON07","DNpe042",0.00960256969662
"11873","MBON09","DNpe042",0.0108238854300248
"11875","MBON11","DNpe042",0.00518629656258163
"11876","MBON12","DNpe042",0.0583127037903813
"11877","MBON13","DNpe042",0.000570705260000146
"11878","MBON14","DNpe042",0.00106458481192335
"11882","MBON17","DNpe042",3.29253034615469e-05
"11884","MBON18","DNpe042",0.011035614143271
"11886","MBON20","DNpe042",0.475089542878807
"11887","MBON21","DNpe042",0.0328093631536918
"11891","MBON25,MBON34","DNpe042",0.00617594592549875
"11892","MBON26","DNpe042",0.0156628306716745
"11893","MBON27","DNpe042",0.0282319265626022
"11895","MBON29","DNpe042",0.000242739207930406
"11896","MBON30","DNpe042",0.0498174915592166
"11897","MBON31","DNpe042",0.00288354639790312
"11898","MBON32","DNpe042",0.0300624339370299
"11899","MBON33","DNpe042",0.101972051606191
"11900","MBON35","DNpe042",0.111662677376163
"11905","MBON05","DNpe043",0.0025327314691885
"11908","MBON09","DNpe043",0.00132764149594559
"11910","MBON11","DNpe043",6.12757613513348e-05
"11911","MBON12","DNpe043",0.00100083743540513
"11914","MBON15","DNpe043",0.0290257445734478
"11921","MBON20","DNpe043",0.401863154513331
"11922","MBON21","DNpe043",0.000633182867297126
"11924","MBON23","DNpe043",0.0141342756183746
"11926","MBON25,MBON34","DNpe043",0.0574033189180557
"11927","MBON26","DNpe043",0.251821716006033
"11928","MBON27","DNpe043",0.00123674911660777
"11929","MBON28","DNpe043",0.00530035335689046
"11930","MBON29","DNpe043",0.130913116624247
"11931","MBON30","DNpe043",0.0939119799823399
"11935","MBON35","DNpe043",0.0088339222614841
"11937","MBON02","DNpe044",0.0235294117647059
"11945","MBON11","DNpe044",0.0384615384615385
"11955","MBON19","DNpe044",0.29185520361991
"11956","MBON20","DNpe044",0.303846153846154
"11957","MBON21","DNpe044",0.0384615384615385
"11966","MBON30","DNpe044",0.188461538461538
"11970","MBON35","DNpe044",0.115384615384615
"11972","MBON02","DNpe045",0.0059511065648516
"11974","MBON04","DNpe045",0.0357502517623364
"11975","MBON05","DNpe045",0.00479011906338315
"11977","MBON07","DNpe045",0.00111247934242803
"11978","MBON09","DNpe045",0.00544292713434085
"11980","MBON11","DNpe045",0.000223937034392635
"11981","MBON12","DNpe045",0.0206262666763312
"11982","MBON13","DNpe045",0.000639343159028198
"11989","MBON18","DNpe045",0.00352467270896274
"11991","MBON20","DNpe045",0.780655169792065
"11992","MBON21","DNpe045",0.00123942686656642
"11996","MBON25,MBON34","DNpe045",0.00562583796922125
"11997","MBON26","DNpe045",6.98531337862145e-05
"11998","MBON27","DNpe045",0.00314702920443102
"12000","MBON29","DNpe045",0.0828964471469883
"12001","MBON30","DNpe045",0.00956667215344856
"12003","MBON32","DNpe045",0.00614324499235411
"12004","MBON33","DNpe045",0.0115810674723061
"12005","MBON35","DNpe045",0.0210141478227786
"12007","MBON02","DNpe046",0.0356437815310375
"12011","MBON06","DNpe046",0.00268937696100403
"12012","MBON07","DNpe046",0.0166512488436633
"12018","MBON14","DNpe046",0.0462534690101758
"12020","MBON15-like","DNpe046",0.0107575078440161
"12023","MBON17-like","DNpe046",0.00605109816225908
"12024","MBON18","DNpe046",0.00201703272075303
"12026","MBON20","DNpe046",0.779533078382941
"12030","MBON24","DNpe046",0.0869565217391304
"12034","MBON28","DNpe046",0.00470640968175706
"12039","MBON33","DNpe046",0.00874047512326311
"12060","MBON19","DNpe047",0.1875
"12075","MBON35","DNpe047",0.8125
"12076","MBON01","DNpe048",0.0100392926057607
"12077","MBON02","DNpe048",0.00177165354330709
"12079","MBON04","DNpe048",0.0298994667657909
"12080","MBON05","DNpe048",0.0112417142769099
"12081","MBON06","DNpe048",0.0196898950016849
"12083","MBON09","DNpe048",0.00727184505632404
"12086","MBON12","DNpe048",0.00859137586280912
"12087","MBON13","DNpe048",0.0156736991436488
"12088","MBON14","DNpe048",0.0757249337211164
"12094","MBON18","DNpe048",0.00264566929133858
"12095","MBON19","DNpe048",0.0116423169172547
"12096","MBON20","DNpe048",0.0369127516778524
"12097","MBON21","DNpe048",0.000748991741885923
"12098","MBON22","DNpe048",0.033339582552181
"12099","MBON23","DNpe048",0.012992125984252
"12100","MBON24","DNpe048",0.00623805245820782
"12101","MBON25,MBON34","DNpe048",0.126301326428156
"12103","MBON27","DNpe048",0.000449332420403971
"12104","MBON28","DNpe048",0.0211653543307087
"12105","MBON29","DNpe048",0.0012689639614235
"12106","MBON30","DNpe048",0.0238395116717793
"12107","MBON31","DNpe048",0.00134799726121191
"12109","MBON33","DNpe048",0.0393700787401575
"12110","MBON35","DNpe048",0.501834068585835
"12115","MBON05","DNpe049",0.000581395348837209
"12118","MBON09","DNpe049",0.0107672819399204
"12120","MBON11","DNpe049",0.000995294969236338
"12131","MBON20","DNpe049",0.536111111111111
"12132","MBON21","DNpe049",0.00443358668114368
"12135","MBON24","DNpe049",0.378888888888889
"12138","MBON27","DNpe049",0.00380021715526602
"12140","MBON29","DNpe049",0.00316684762938835
"12141","MBON30","DNpe049",0.000917523083268103
"12144","MBON33","DNpe049",0.0546450427354236
"12145","MBON35","DNpe049",0.00569281045751634
"12146","MBON01","DNpe050",0.0177884368747756
"12153","MBON09","DNpe050",0.0332248814056542
"12156","MBON12","DNpe050",0.0164817138860354
"12157","MBON13","DNpe050",0.00102363199797801
"12162","MBON17","DNpe050",0.0077720207253886
"12166","MBON20","DNpe050",0.318474464026714
"12167","MBON21","DNpe050",0.000492859850878302
"12173","MBON27","DNpe050",0.0129950495049505
"12175","MBON29","DNpe050",0.0590481321697335
"12176","MBON30","DNpe050",0.216620422842689
"12178","MBON32","DNpe050",0.0162109475196224
"12179","MBON33","DNpe050",0.282818307737509
"12180","MBON35","DNpe050",0.0170491314580719
"12181","MBON01","DNpe052",0.00979754691887099
"12182","MBON02","DNpe052",0.0522388059701493
"12183","MBON03","DNpe052",0.000684813018003955
"12184","MBON04","DNpe052",0.00108380814139689
"12185","MBON05","DNpe052",0.000132998374464312
"12188","MBON09","DNpe052",0.0597101503326258
"12189","MBON10","DNpe052",0.000678205969443157
"12190","MBON11","DNpe052",0.00669284121449914
"12196","MBON16","DNpe052",0.014993838148706
"12197","MBON17","DNpe052",0.00410790086265918
"12201","MBON20","DNpe052",0.57620719929763
"12202","MBON21","DNpe052",0.0378605918559034
"12203","MBON22","DNpe052",0.000593026998467583
"12207","MBON26","DNpe052",0.0075905909576236
"12208","MBON27","DNpe052",0.0251301655614668
"12209","MBON28","DNpe052",0.00328632069012734
"12210","MBON29","DNpe052",0.0234919654363549
"12211","MBON30","DNpe052",0.0103904478413342
"12212","MBON31","DNpe052",0.016129217730494
"12213","MBON32","DNpe052",0.0149679406838346
"12214","MBON33","DNpe052",0.0455363012542952
"12215","MBON35","DNpe052",0.0886953227416503
"12216","MBON01","DNpe053",0.00165406427221172
"12217","MBON02","DNpe053",8.33981985989103e-05
"12219","MBON04","DNpe053",0.00909255116962789
"12220","MBON05","DNpe053",0.00177662025510404
"12222","MBON07","DNpe053",0.000614366729678639
"12223","MBON09","DNpe053",0.0416663055632064
"12224","MBON10","DNpe053",0.0043776477908161
"12226","MBON12","DNpe053",0.0136864823892011
"12228","MBON14","DNpe053",0.0095160710251929
"12229","MBON15","DNpe053",0.0146817400022985
"12232","MBON17","DNpe053",0.000708884688090737
"12235","MBON19","DNpe053",0.000625486489491827
"12236","MBON20","DNpe053",0.158995919813146
"12237","MBON21","DNpe053",0.0107675794485858
"12238","MBON22","DNpe053",0.0679890175595627
"12240","MBON24","DNpe053",0.000708884688090737
"12241","MBON25,MBON34","DNpe053",0.106629163568654
"12242","MBON26","DNpe053",0.00378071833648393
"12243","MBON27","DNpe053",0.0177098286056426
"12245","MBON29","DNpe053",0.0243490001307796
"12246","MBON30","DNpe053",0.0168737794261098
"12247","MBON31","DNpe053",6.56374711195127e-05
"12248","MBON32","DNpe053",0.0266910618677926
"12249","MBON33","DNpe053",0.211755833136598
"12250","MBON35","DNpe053",0.255199957373916
"12271","MBON20","DNpe055",0.290675269973563
"12272","MBON21","DNpe055",0.00188742837883384
"12277","MBON26","DNpe055",0.0110886417256488
"12278","MBON27","DNpe055",0.377806010625552
"12282","MBON31","DNpe055",0.00283114256825076
"12283","MBON32","DNpe055",0.00943714189416919
"12284","MBON33","DNpe055",0.0773177398395842
"12285","MBON35","DNpe055",0.228956624994399
"12286","MBON01","DNpe056",0.0427989781436276
"12293","MBON09","DNpe056",0.063273958882446
"12296","MBON12","DNpe056",0.00225
"12302","MBON17","DNpe056",0.00670915800067092
"12306","MBON20","DNpe056",0.469868918535339
"12312","MBON26","DNpe056",0.010435036328916
"12313","MBON27","DNpe056",0.0137785817153962
"12314","MBON28","DNpe056",0.0180509896008051
"12315","MBON29","DNpe056",0.0136041690320749
"12316","MBON30","DNpe056",0.0760489854702493
"12317","MBON31","DNpe056",0.00147237925581226
"12318","MBON32","DNpe056",0.00374494755784996
"12319","MBON33","DNpe056",0.128520295202952
"12320","MBON35","DNpe056",0.149443602273861
"12322","MBON02","DNpe057",0.00667779632721202
"12328","MBON09","DNpe057",0.00417362270450751
"12330","MBON11","DNpe057",0.00275459098497496
"12331","MBON12","DNpe057",0.0445039117483387
"12341","MBON20","DNpe057",0.598421165400445
"12342","MBON21","DNpe057",0.00153032832498609
"12344","MBON23","DNpe057",0.00250417362270451
"12346","MBON25,MBON34","DNpe057",0.00122426265998887
"12347","MBON26","DNpe057",0.000743564487058546
"12348","MBON27","DNpe057",0.00731095572240127
"12350","MBON29","DNpe057",0.0561803074253973
"12351","MBON30","DNpe057",0.100822948397092
"12354","MBON33","DNpe057",0.102269528239282
"12355","MBON35","DNpe057",0.0708828439556123
"12356","MBON01","DNpe058",0.00293624161073826
"12360","MBON05","DNpe058",0.00179884217586814
"12362","MBON07","DNpe058",0.0128324988865511
"12363","MBON09","DNpe058",0.0010951807103506
"12365","MBON11","DNpe058",8.38114128567892e-05
"12366","MBON12","DNpe058",0.000592745490380044
"12374","MBON18","DNpe058",0.0388977623516041
"12376","MBON20","DNpe058",0.877050281817763
"12377","MBON21","DNpe058",0.000364949756728949
"12381","MBON25,MBON34","DNpe058",0.00612349212049978
"12382","MBON26","DNpe058",2.64546765254428e-05
"12386","MBON30","DNpe058",7.76310008956084e-05
"12388","MBON32","DNpe058",0.00314645308924485
"12389","MBON33","DNpe058",0.0494054566676393
"12390","MBON35","DNpe058",0.00556819823235403
"12394","MBON04","DNpe059",0.00382513661202186
"12395","MBON05","DNpe059",0.00352577742464211
"12397","MBON07","DNpe059",0.00928858124269474
"12398","MBON09","DNpe059",0.0020956102674414
"12400","MBON11","DNpe059",0.00218301298160176
"12401","MBON12","DNpe059",0.0147231719299724
"12409","MBON18","DNpe059",0.0144782666643488
"12411","MBON20","DNpe059",0.787643950092597
"12412","MBON21","DNpe059",0.0120596932250493
"12416","MBON25,MBON34","DNpe059",0.00913685699611845
"12417","MBON26","DNpe059",0.00170176714436115
"12418","MBON27","DNpe059",0.00476588350167179
"12420","MBON29","DNpe059",0.00222519687777063
"12421","MBON30","DNpe059",0.0175933162443213
"12423","MBON32","DNpe059",0.0493483765913924
"12424","MBON33","DNpe059",0.0415897409152281
"12425","MBON35","DNpe059",0.0238156612887667
"12427","MBON02","DNpe060",0.00524737631184408
"12430","MBON05","DNpe060",0.0105213935374468
"12432","MBON07","DNpe060",0.0119844878709897
"12433","MBON09","DNpe060",0.00598174836726882
"12435","MBON11","DNpe060",0.000378012354855962
"12436","MBON12","DNpe060",0.01129204824713
"12444","MBON18","DNpe060",0.0568713072769528
"12446","MBON20","DNpe060",0.829723192992948
"12447","MBON21","DNpe060",0.00237061867128252
"12451","MBON25,MBON34","DNpe060",0.00623843410219776
"12452","MBON26","DNpe060",0.000242653239854061
"12454","MBON28","DNpe060",0.00749625187406297
"12456","MBON30","DNpe060",0.00554085935463359
"12458","MBON32","DNpe060",0.0189583871303423
"12459","MBON33","DNpe060",0.0233462960036691
"12460","MBON35","DNpe060",0.00380693266452111
"12461","MBON01","DNpe063",0.136716950713957
"12468","MBON09","DNpe063",0.0498585247088241
"12471","MBON12","DNpe063",0.148462690004606
"12481","MBON20","DNpe063",0.249568171349608
"12488","MBON27","DNpe063",0.015622840856748
"12490","MBON29","DNpe063",0.0163308460741239
"12491","MBON30","DNpe063",0.219730856071036
"12493","MBON32","DNpe063",0.0597823583602027
"12494","MBON33","DNpe063",0.0624136342699217
"12495","MBON35","DNpe063",0.0415131275909719
"12500","MBON05","DNpe064",0.0326086956521739
"12506","MBON12","DNpe064",0.0454545454545455
"12509","MBON15","DNpe064",0.0326086956521739
"12516","MBON20","DNpe064",0.144268774703557
"12528","MBON32","DNpe064",0.0454545454545455
"12529","MBON33","DNpe064",0.290513833992095
"12530","MBON35","DNpe064",0.409090909090909
"12531","MBON01","DNpe065",0.0135869565217391
"12534","MBON04","DNpe065",0.027475845410628
"12535","MBON05","DNpe065",0.00935990338164251
"12538","MBON09","DNpe065",0.0276190476190476
"12541","MBON12","DNpe065",0.0166666666666667
"12547","MBON17","DNpe065",0.05
"12551","MBON20","DNpe065",0.0333333333333333
"12557","MBON26","DNpe065",0.0162729658792651
"12558","MBON27","DNpe065",0.263799497888851
"12560","MBON29","DNpe065",0.102083333333333
"12561","MBON30","DNpe065",0.422242063492064
"12562","MBON31","DNpe065",0.00271739130434783
"12563","MBON32","DNpe065",0.0133333333333333
"12565","MBON35","DNpe065",0.00150966183574879
"12581","MBON16","DNpe066",0.170306513409962
"12584","MBON18","DNpe066",0.191187739463602
"12594","MBON28","DNpe066",0.133141762452107
"12599","MBON33","DNpe066",0.0517241379310345
"12600","MBON35","DNpe066",0.453639846743295
"12601","MBON01","DNpe067",0.0693789987390837
"12611","MBON12","DNpe067",0.0130434782608696
"12621","MBON20","DNpe067",0.338900020036065
"12627","MBON26","DNpe067",0.0328784770333078
"12628","MBON27","DNpe067",0.111835113243564
"12631","MBON30","DNpe067",0.108368171683389
"12633","MBON32","DNpe067",0.0320045271629779
"12634","MBON33","DNpe067",0.0105633802816901
"12635","MBON35","DNpe067",0.283027833559053
"12669","MBON33","DNpe068",1
"12691","MBON20","DNpe069",1
"12706","MBON01","DNpe070",0.00090183012761702
"12707","MBON02","DNpe070",0.00147962356508209
"12708","MBON03","DNpe070",7.76819700147596e-05
"12709","MBON04","DNpe070",0.000320194229296976
"12710","MBON05","DNpe070",0.0426985967913348
"12712","MBON07","DNpe070",4.35085276714236e-05
"12713","MBON09","DNpe070",0.0289011769577879
"12715","MBON11","DNpe070",0.00186687007022749
"12716","MBON12","DNpe070",0.0156647311538539
"12717","MBON13","DNpe070",0.000678375214917818
"12720","MBON15-like","DNpe070",1.45653693777674e-05
"12721","MBON16","DNpe070",0.00901517864430732
"12722","MBON17","DNpe070",0.00129251920131339
"12723","MBON17-like","DNpe070",9.71024625184495e-05
"12724","MBON18","DNpe070",0.00644241550246823
"12725","MBON19","DNpe070",0.000986193293885602
"12726","MBON20","DNpe070",0.661584459647542
"12727","MBON21","DNpe070",0.00928097682719643
"12728","MBON22","DNpe070",0.000414303840078718
"12730","MBON24","DNpe070",0.00237096634072415
"12731","MBON25,MBON34","DNpe070",0.0512201161527645
"12732","MBON26","DNpe070",0.00443858815409118
"12733","MBON27","DNpe070",0.00597671881317885
"12735","MBON29","DNpe070",0.000119103858564668
"12736","MBON30","DNpe070",0.00178308345114955
"12739","MBON33","DNpe070",0.114862560370152
"12740","MBON35","DNpe070",0.0374685594628825
"12741","MBON01","DNpe071",0.00329028235497017
"12742","MBON02","DNpe071",0.00374211666511385
"12744","MBON04","DNpe071",0.00278369987845914
"12746","MBON06","DNpe071",0.000251946065548842
"12747","MBON07","DNpe071",0.000114294422432185
"12748","MBON09","DNpe071",0.000543375377733529
"12750","MBON11","DNpe071",0.000126272227220509
"12751","MBON12","DNpe071",0.000451352128278657
"12752","MBON13","DNpe071",0.00495033898696983
"12753","MBON14","DNpe071",0.000123878362220331
"12756","MBON16","DNpe071",0.000184046498909744
"12757","MBON17","DNpe071",0.000376782087586849
"12759","MBON18","DNpe071",0.0165512837994586
"12760","MBON19","DNpe071",9.27592518000718e-05
"12761","MBON20","DNpe071",0.786953215747196
"12762","MBON21","DNpe071",0.00025415945087536
"12764","MBON23","DNpe071",0.00146559570397955
"12765","MBON24","DNpe071",0.0109862945681585
"12766","MBON25,MBON34","DNpe071",0.068916631495766
"12767","MBON26","DNpe071",0.0214089762124981
"12770","MBON29","DNpe071",0.000118953328198422
"12774","MBON33","DNpe071",0.0763137453866255
"12782","MBON07","DNpe072",0.00575757575757576
"12787","MBON13","DNpe072",0.00484848484848485
"12788","MBON14","DNpe072",0.0337995337995338
"12796","MBON20","DNpe072",0.708391608391608
"12809","MBON33","DNpe072",0.247202797202797
"12811","MBON01","DNpe073",0.0156296406296406
"12820","MBON11","DNpe073",0.00405405405405405
"12831","MBON20","DNpe073",0.403701028701029
"12832","MBON21","DNpe073",0.00774675774675775
"12836","MBON25,MBON34","DNpe073",0.0018018018018018
"12837","MBON26","DNpe073",0.0174302049302049
"12838","MBON27","DNpe073",0.00316722972972973
"12844","MBON33","DNpe073",0.529548154548155
"12845","MBON35","DNpe073",0.0169211278586279
"12846","MBON01","DNpe074",0.0169061854507864
"12847","MBON02","DNpe074",0.0125898792565459
"12848","MBON03","DNpe074",0.00101317122593718
"12849","MBON04","DNpe074",0.00603865655948989
"12850","MBON05","DNpe074",0.0387996570910973
"12851","MBON06","DNpe074",0.000465029761904762
"12853","MBON09","DNpe074",0.0985996503379854
"12854","MBON10","DNpe074",0.024749373433584
"12855","MBON11","DNpe074",0.0088094376367992
"12856","MBON12","DNpe074",0.0554363991940416
"12857","MBON13","DNpe074",0.00504756027194276
"12861","MBON16","DNpe074",0.00108533441866775
"12862","MBON17","DNpe074",0.128377995895602
"12863","MBON17-like","DNpe074",0.00232514880952381
"12864","MBON18","DNpe074",0.00651200651200651
"12865","MBON19","DNpe074",0.000814000814000814
"12866","MBON20","DNpe074",0.187388923551996
"12867","MBON21","DNpe074",0.0122979967713953
"12868","MBON22","DNpe074",0.00555555555555555
"12871","MBON25,MBON34","DNpe074",0.0105633802816901
"12872","MBON26","DNpe074",0.00972105976731323
"12873","MBON27","DNpe074",0.0240033142134596
"12874","MBON28","DNpe074",0.00139508928571429
"12875","MBON29","DNpe074",0.0836295849484982
"12876","MBON30","DNpe074",0.133210701571509
"12877","MBON31","DNpe074",0.0134042370884476
"12878","MBON32","DNpe074",0.0934342899502277
"12879","MBON33","DNpe074",0.00475673439842821
"12880","MBON35","DNpe074",0.0130696459458505
"12888","MBON09","DNpe075",0.00894975316645961
"12896","MBON16","DNpe075",0.227915388865535
"12897","MBON17","DNpe075",0.0171547249645035
"12898","MBON17-like","DNpe075",0.0048810250152532
"12901","MBON20","DNpe075",0.590683275999928
"12908","MBON27","DNpe075",0.0523850715911839
"12909","MBON28","DNpe075",0.0286675575292231
"12914","MBON33","DNpe075",0.032961845534963
"12915","MBON35","DNpe075",0.0364013573329502
"12918","MBON03","DNpe076",0.00132844129554656
"12919","MBON04","DNpe076",0.0143724696356275
"12920","MBON05","DNpe076",0.00189777327935223
"12921","MBON06","DNpe076",0.017750850340136
"12923","MBON09","DNpe076",0.0602571770334928
"12924","MBON10","DNpe076",0.00230263157894737
"12925","MBON11","DNpe076",0.00493421052631579
"12926","MBON12","DNpe076",0.0934808612440191
"12927","MBON13","DNpe076",0.00493421052631579
"12928","MBON14","DNpe076",0.00469924812030075
"12929","MBON15","DNpe076",0.0332966168098151
"12930","MBON15-like","DNpe076",0.00227272727272727
"12934","MBON18","DNpe076",0.0102096759756534
"12935","MBON19","DNpe076",0.19295514307378
"12936","MBON20","DNpe076",0.00986842105263158
"12937","MBON21","DNpe076",0.00239234449760766
"12938","MBON22","DNpe076",0.0252127715121136
"12941","MBON25,MBON34","DNpe076",0.000308388157894737
"12943","MBON27","DNpe076",0.189240005752085
"12945","MBON29","DNpe076",0.0178571428571429
"12946","MBON30","DNpe076",0.0322590329991646
"12949","MBON33","DNpe076",0.226973684210526
"12950","MBON35","DNpe076",0.0511961722488038
"12971","MBON20","DNpe077",0.990654205607477
"12984","MBON33","DNpe077",0.00934579439252336
"12986","MBON01","DNpe078",0.00138538395896267
"12988","MBON03","DNpe078",0.000366303268783085
"12989","MBON04","DNpe078",0.000178482062747528
"12990","MBON05","DNpe078",0.00180233716197365
"12993","MBON09","DNpe078",0.00035144354923391
"12994","MBON10","DNpe078",0.00342141678246856
"12996","MBON12","DNpe078",0.00203421149425473
"12997","MBON13","DNpe078",2.69665830103336e-06
"13006","MBON20","DNpe078",0.0688046270271133
"13007","MBON21","DNpe078",0.0230614243278869
"13008","MBON22","DNpe078",8.80908378337564e-05
"13011","MBON25,MBON34","DNpe078",0.000943038584728739
"13012","MBON26","DNpe078",0.202460598695986
"13013","MBON27","DNpe078",0.0598169389958495
"13015","MBON29","DNpe078",0.00844405428198744
"13016","MBON30","DNpe078",0.0800446126124325
"13017","MBON31","DNpe078",0.101668971782718
"13018","MBON32","DNpe078",0.11520897641136
"13019","MBON33","DNpe078",0.0196130426413708
"13020","MBON35","DNpe078",0.310303348864008
"13024","MBON04","DNpe079",0.281793703396852
"13041","MBON20","DNpe079",0.028169014084507
"13047","MBON26","DNpe079",0.177852330702481
"13048","MBON27","DNpe079",0.245904797052477
"13052","MBON31","DNpe079",0.112736217484521
"13053","MBON32","DNpe079",0.111290416152401
"13054","MBON33","DNpe079",0.0422535211267606
"13056","MBON01","DNpe080",0.0116657473800331
"13057","MBON02","DNpe080",0.00142214474242159
"13058","MBON03","DNpe080",9.52550294655558e-05
"13059","MBON04","DNpe080",0.0402165495108696
"13060","MBON05","DNpe080",0.0815177320287427
"13061","MBON06","DNpe080",0.011600479284304
"13062","MBON07","DNpe080",0.00272055965798679
"13063","MBON09","DNpe080",0.123525989917906
"13064","MBON10","DNpe080",0.00478870340090923
"13065","MBON11","DNpe080",0.00501492483355629
"13066","MBON12","DNpe080",0.0455672152308262
"13070","MBON15-like","DNpe080",0.00579150579150579
"13072","MBON17","DNpe080",0.000406421459053038
"13073","MBON17-like","DNpe080",0.0359548333549602
"13076","MBON20","DNpe080",0.098241605226767
"13077","MBON21","DNpe080",0.0470762812738627
"13078","MBON22","DNpe080",0.00276043733987659
"13079","MBON23","DNpe080",0.00128700128700129
"13081","MBON25,MBON34","DNpe080",0.00680575591266117
"13082","MBON26","DNpe080",0.00659496465160056
"13083","MBON27","DNpe080",0.0299400641911993
"13085","MBON29","DNpe080",0.00812519195258846
"13086","MBON30","DNpe080",0.1679898694374
"13087","MBON31","DNpe080",0.00638849926398065
"13088","MBON32","DNpe080",0.0960930482596665
"13089","MBON33","DNpe080",0.00172729120097541
"13090","MBON35","DNpe080",0.15668192837988
"13095","MBON05","DNpe081",1
"13126","MBON01","DNpe082",0.00178359064616516
"13127","MBON02","DNpe082",1.45337570730951e-05
"13128","MBON03","DNpe082",0.00296887539525377
"13129","MBON04","DNpe082",0.0219689808466068
"13130","MBON05","DNpe082",0.0172320463603223
"13133","MBON09","DNpe082",0.0409201222501226
"13134","MBON10","DNpe082",0.00159703741627424
"13135","MBON11","DNpe082",0.000505290969117788
"13136","MBON12","DNpe082",0.0592925213651646
"13137","MBON13","DNpe082",5.32904426013487e-05
"13140","MBON15-like","DNpe082",3.87566855282536e-05
"13141","MBON16","DNpe082",0.0239227880268105
"13142","MBON17","DNpe082",0.00550744447311735
"13143","MBON17-like","DNpe082",5.81350282923804e-05
"13144","MBON18","DNpe082",5.32904426013487e-05
"13146","MBON20","DNpe082",0.0783216139809265
"13147","MBON21","DNpe082",0.00847098307161127
"13148","MBON22","DNpe082",8.41615834470842e-05
"13151","MBON25,MBON34","DNpe082",0.00166414853829928
"13152","MBON26","DNpe082",0.0167546804271032
"13153","MBON27","DNpe082",0.0930617670765293
"13154","MBON28","DNpe082",0.0356517605420452
"13155","MBON29","DNpe082",0.00202303521891154
"13156","MBON30","DNpe082",0.0180015274556075
"13157","MBON31","DNpe082",0.0418335630903497
"13158","MBON32","DNpe082",0.0951851897434823
"13159","MBON33","DNpe082",0.0263817628583464
"13160","MBON35","DNpe082",0.406649102308289
"13181","MBON20","DNpe083",0.514634146341463
"13194","MBON33","DNpe083",0.485365853658537
"13199","MBON04","DNpe084",0.000690518320314186
"13203","MBON09","DNpe084",0.0144915172764846
"13206","MBON12","DNpe084",0.00339513320173539
"13211","MBON16","DNpe084",0.197010094447262
"13216","MBON20","DNpe084",0.223940505620352
"13217","MBON21","DNpe084",0.00465827074735959
"13222","MBON26","DNpe084",0.0484504521945547
"13223","MBON27","DNpe084",0.0506989911717766
"13227","MBON31","DNpe084",0.0663691299854532
"13228","MBON32","DNpe084",0.293523435686349
"13229","MBON33","DNpe084",0.00874730603448276
"13230","MBON35","DNpe084",0.0880246453138765
"13235","MBON05","DNpe085",0.0155438572346087
"13238","MBON09","DNpe085",0.00879609390320033
"13240","MBON11","DNpe085",0.000547585765198822
"13241","MBON12","DNpe085",0.00563961615474706
"13246","MBON16","DNpe085",0.132085137085137
"13247","MBON17","DNpe085",0.0034280303030303
"13251","MBON20","DNpe085",0.60436925647452
