"","MBONtype","DNtype","normvalues"
"13252","MBON21","DNpe085",0.00352512552869574
"13256","MBON25,MBON34","DNpe085",0.00916017659472267
"13257","MBON26","DNpe085",0.0104608392732529
"13258","MBON27","DNpe085",0.0652210877959067
"13259","MBON28","DNpe085",0.00516143578643579
"13261","MBON30","DNpe085",0.000584871071100245
"13262","MBON31","DNpe085",0.0660140370110541
"13263","MBON32","DNpe085",0.0270184011257053
"13264","MBON33","DNpe085",0.00969827586206896
"13265","MBON35","DNpe085",0.0327461730306158
"13266","MBON01","DNpe087",0.00431406384814495
"13269","MBON04","DNpe087",6.55300837692904e-05
"13270","MBON05","DNpe087",0.00165236393808309
"13271","MBON06","DNpe087",0.000445558340295182
"13272","MBON07","DNpe087",0.0137803525206459
"13273","MBON09","DNpe087",0.0204639452161889
"13274","MBON10","DNpe087",0.00237102386003796
"13275","MBON11","DNpe087",7.86207897559127e-05
"13276","MBON12","DNpe087",0.00758872053736302
"13278","MBON14","DNpe087",0.00451127819548872
"13279","MBON15","DNpe087",0.00525607050412918
"13286","MBON20","DNpe087",0.643276832031506
"13288","MBON22","DNpe087",0.0296660250768641
"13291","MBON25,MBON34","DNpe087",0.0101667126442179
"13292","MBON26","DNpe087",0.00197163748903476
"13293","MBON27","DNpe087",0.00415091254059619
"13295","MBON29","DNpe087",0.0380115345899427
"13296","MBON30","DNpe087",0.064660080620509
"13297","MBON31","DNpe087",0.00446737476293679
"13298","MBON32","DNpe087",0.00779556771200103
"13299","MBON33","DNpe087",0.0323459004946878
"13300","MBON35","DNpe087",0.102959894203802
"13301","MBON01","DNpe088",0.204317323259579
"13308","MBON09","DNpe088",0.0551684527021818
"13311","MBON12","DNpe088",0.148718294657312
"13317","MBON17","DNpe088",0.0411764705882353
"13321","MBON20","DNpe088",0.259848893685915
"13328","MBON27","DNpe088",0.00308823529411765
"13330","MBON29","DNpe088",0.00692525634106854
"13331","MBON30","DNpe088",0.20897078097294
"13333","MBON32","DNpe088",0.036492174851592
"13335","MBON35","DNpe088",0.0352941176470588
"13336","MBON01","DNpe089",0.0035740327015495
"13337","MBON02","DNpe089",0.03197138158573
"13338","MBON03","DNpe089",0.00329255864975948
"13339","MBON04","DNpe089",0.00267564010196582
"13340","MBON05","DNpe089",0.0316442345782366
"13341","MBON06","DNpe089",0.00236293564977038
"13342","MBON07","DNpe089",0.00740572930846109
"13343","MBON09","DNpe089",0.0985637846081837
"13344","MBON10","DNpe089",0.000156087408949011
"13345","MBON11","DNpe089",0.00356470699731358
"13346","MBON12","DNpe089",0.0458067385807375
"13347","MBON13","DNpe089",0.0579047878928745
"13348","MBON14","DNpe089",0.0111463843220334
"13349","MBON15","DNpe089",0.0358305858404206
"13352","MBON17","DNpe089",0.00432861856786405
"13353","MBON17-like","DNpe089",0.00125846066224961
"13354","MBON18","DNpe089",0.018394024827345
"13356","MBON20","DNpe089",0.288948871152053
"13357","MBON21","DNpe089",0.00897714571876183
"13358","MBON22","DNpe089",0.0126333917629864
"13359","MBON23","DNpe089",0.102779089081213
"13360","MBON24","DNpe089",0.0110058399712535
"13362","MBON26","DNpe089",0.00726779995072678
"13363","MBON27","DNpe089",0.00720370833962494
"13364","MBON28","DNpe089",0.0363859622507197
"13365","MBON29","DNpe089",0.0172936652803032
"13366","MBON30","DNpe089",0.0545935669558285
"13368","MBON32","DNpe089",0.00382295686436127
"13369","MBON33","DNpe089",0.00457104950556147
"13370","MBON35","DNpe089",0.0846362608831617
"13379","MBON10","DNpe090",0.00216623876765083
"13381","MBON12","DNpe090",0.108217974071633
"13391","MBON20","DNpe090",0.28735442759833
"13397","MBON26","DNpe090",0.00213949507916132
"13398","MBON27","DNpe090",0.092013985742229
"13400","MBON29","DNpe090",0.0072410121190609
"13401","MBON30","DNpe090",0.0512412741071278
"13402","MBON31","DNpe090",0.0328535660178792
"13403","MBON32","DNpe090",0.203205594690672
"13404","MBON33","DNpe090",0.149582509338607
"13405","MBON35","DNpe090",0.0639839224676497
"13409","MBON04","DNpe091",0.0745341614906832
"13422","MBON17","DNpe091",0.00455927051671732
"13424","MBON18","DNpe091",0.0260010572221488
"13426","MBON20","DNpe091",0.520714946478129
"13430","MBON24","DNpe091",0.0046583850931677
"13431","MBON25,MBON34","DNpe091",0.0216069776661821
"13435","MBON29","DNpe091",0.126536275934981
"13436","MBON30","DNpe091",0.0287432271706092
"13438","MBON32","DNpe091",0.0197898770979252
"13439","MBON33","DNpe091",0.16829655081274
"13440","MBON35","DNpe091",0.00455927051671732
"13474","MBON33","DNpe092",1
"13476","MBON01","DNpe093",0.012396694214876
"13482","MBON07","DNpe093",0.00674766074104516
"13496","MBON20","DNpe093",0.661099163985732
"13503","MBON27","DNpe093",0.000541237113402062
"13505","MBON29","DNpe093",0.024589496726329
"13506","MBON30","DNpe093",0.036780316684253
"13509","MBON33","DNpe093",0.210363109668724
"13510","MBON35","DNpe093",0.0474823208656386
"13526","MBON16","DNpe094",0.00526315789473684
"13531","MBON20","DNpe094",0.636821705426357
"13537","MBON26","DNpe094",0.00758242355113791
"13538","MBON27","DNpe094",0.12968785992157
"13541","MBON30","DNpe094",0.0224171539961014
"13542","MBON31","DNpe094",0.0310837650683286
"13543","MBON32","DNpe094",0.0526090504208387
"13545","MBON35","DNpe094",0.11453488372093
"13547","MBON02","DNpe095",0.00150060024009604
"13549","MBON04","DNpe095",0.0199274546060356
"13550","MBON05","DNpe095",0.000537787369282973
"13552","MBON07","DNpe095",0.000927553936313455
"13553","MBON09","DNpe095",0.00398468042467595
"13555","MBON11","DNpe095",1.30109847407171e-05
"13556","MBON12","DNpe095",0.00673179547281873
"13560","MBON15-like","DNpe095",0.00105337078651685
"13561","MBON16","DNpe095",0.00172716558533526
"13562","MBON17","DNpe095",0.00360699693564862
"13564","MBON18","DNpe095",0.147949910301199
"13566","MBON20","DNpe095",0.496578828596271
"13567","MBON21","DNpe095",0.0214185244873142
"13570","MBON24","DNpe095",0.00990396158463385
"13571","MBON25,MBON34","DNpe095",0.000286241664295776
"13572","MBON26","DNpe095",0.00161951249774458
"13573","MBON27","DNpe095",0.0187758669335959
"13574","MBON28","DNpe095",0.011796285163708
"13576","MBON30","DNpe095",0.0254181838165062
"13578","MBON32","DNpe095",0.0710757617653803
"13579","MBON33","DNpe095",0.150106584002345
"13580","MBON35","DNpe095",0.00505992284554271
"13584","MBON04","DNpe096",0.00748129675810474
"13587","MBON07","DNpe096",0.0112219451371571
"13590","MBON11","DNpe096",0.00673316708229426
"13591","MBON12","DNpe096",0.0247387665804813
"13594","MBON15","DNpe096",0.00664621676891615
"13595","MBON15-like","DNpe096",0.0115620040807073
"13601","MBON20","DNpe096",0.404934749017028
"13602","MBON21","DNpe096",0.0083418753729174
"13606","MBON25,MBON34","DNpe096",0.0973881575640216
"13607","MBON26","DNpe096",0.0161632310745724
"13608","MBON27","DNpe096",0.0229758098181365
"13610","MBON29","DNpe096",0.000377536573855592
"13611","MBON30","DNpe096",0.0515292179597674
"13613","MBON32","DNpe096",0.00799905615856536
"13614","MBON33","DNpe096",0.141199759787493
"13615","MBON35","DNpe096",0.180707210265982
"13616","MBON01","DNpe097",0.00320898304721424
"13619","MBON04","DNpe097",0.0253358655888193
"13620","MBON05","DNpe097",0.0113169804167776
"13623","MBON09","DNpe097",0.0209565152455271
"13625","MBON11","DNpe097",0.000140201591194592
"13626","MBON12","DNpe097",0.00264044080300169
"13627","MBON13","DNpe097",0.000529797071667095
"13628","MBON14","DNpe097",0.000770613922424865
"13629","MBON15","DNpe097",0.00218340611353712
"13632","MBON17","DNpe097",0.0014367816091954
"13636","MBON20","DNpe097",0.134044562556835
"13637","MBON21","DNpe097",0.000757088592450799
"13638","MBON22","DNpe097",0.00184370832601929
"13641","MBON25,MBON34","DNpe097",0.0100941499744318
"13642","MBON26","DNpe097",0.0041378670627012
"13643","MBON27","DNpe097",0.0381572637480497
"13645","MBON29","DNpe097",0.000373870909852246
"13646","MBON30","DNpe097",0.0134064636916605
"13647","MBON31","DNpe097",0.00482274171166538
"13648","MBON32","DNpe097",0.0103408552097243
"13649","MBON33","DNpe097",0.325906512402839
"13650","MBON35","DNpe097",0.387595330404411
"13651","MBON01","oviDNa_a",0.0253249747622668
"13654","MBON04","oviDNa_a",0.0106593247355456
"13658","MBON09","oviDNa_a",0.00973311417865749
"13660","MBON11","oviDNa_a",0.0014207909069382
"13661","MBON12","oviDNa_a",0.0461904071873641
"13672","MBON21","oviDNa_a",0.00209389059910017
"13676","MBON25,MBON34","oviDNa_a",9.70873786407767e-05
"13678","MBON27","oviDNa_a",0.0210149069046543
"13680","MBON29","oviDNa_a",0.0108135305729681
"13681","MBON30","oviDNa_a",0.120525720113823
"13683","MBON32","oviDNa_a",0.000606796116504854
"13684","MBON33","oviDNa_a",0.100211563541516
"13685","MBON35","oviDNa_a",0.651307893002021
"13689","MBON04","oviDNa_b",0.0223262032085561
"13692","MBON07","oviDNa_b",0.0189393939393939
"13693","MBON09","oviDNa_b",0.0194805194805195
"13696","MBON12","oviDNa_b",0.09674688057041
"13701","MBON16","oviDNa_b",0.0303030303030303
"13702","MBON17","oviDNa_b",0.0126050420168067
"13704","MBON18","oviDNa_b",0.0113636363636364
"13706","MBON20","oviDNa_b",0.355717653630367
"13707","MBON21","oviDNa_b",0.00185528756957328
"13710","MBON24","oviDNa_b",0.0454545454545455
"13711","MBON25,MBON34","oviDNa_b",0.0151515151515152
"13712","MBON26","oviDNa_b",0.00355787476280835
"13713","MBON27","oviDNa_b",0.00139146567717996
"13716","MBON30","oviDNa_b",0.0151515151515152
"13719","MBON33","oviDNa_b",0.0223262032085561
"13720","MBON35","oviDNa_b",0.327629233511586
"13724","MBON04","oviDNb",0.0371052631578947
"13731","MBON12","oviDNb",0.160789473684211
"13754","MBON33","oviDNb",0.293684210526316
"13755","MBON35","oviDNb",0.508421052631579
