"","dataset","type.pre","type.post","weight","npre","npost","query"
"1","flywire","MBON31","MBON26",477,2,2,"fw:MBON31"
"2","flywire","MBON31","LAL171,LAL172",460,2,4,"fw:MBON31"
"3","flywire","MBON31","LAL173,LAL174",343,2,4,"fw:MBON31"
"4","flywire","MBON31","LAL051",289,2,2,"fw:MBON31"
"5","flywire","MBON31","DNa03",218,2,2,"fw:MBON31"
"6","flywire","MBON31","LAL115",207,2,2,"fw:MBON31"
"7","flywire","MBON31","SMP568",187,2,9,"fw:MBON31"
"8","flywire","MBON31","CB0646",171,2,2,"fw:MBON31"
"9","flywire","MBON31","720575940607472649",158,2,5,"fw:MBON31"
"10","flywire","MBON31","CRE011",132,2,2,"fw:MBON31"
"11","flywire","MBON31","720575940652059638",126,2,4,"fw:MBON31"
"12","flywire","MBON31","LAL183",125,2,2,"fw:MBON31"
"13","flywire","MBON31","LAL135",95,2,2,"fw:MBON31"
"14","flywire","MBON31","LAL155",65,2,4,"fw:MBON31"
"15","flywire","MBON31","LAL074,LAL084",61,2,3,"fw:MBON31"
"16","flywire","MBON31","DNa02",46,2,2,"fw:MBON31"
"17","flywire","MBON31","IB048",41,2,2,"fw:MBON31"
"18","flywire","MBON31","MBON12",41,2,4,"fw:MBON31"
"19","flywire","MBON31","SMP109",39,2,2,"fw:MBON31"
"20","flywire","MBON31","DNpe023",32,2,2,"fw:MBON31"
"21","flywire","MBON31","DNae019",28,2,2,"fw:MBON31"
"22","flywire","MBON31","CRE042",27,1,1,"fw:MBON31"
"23","flywire","MBON31","APL",26,2,2,"fw:MBON31"
"24","flywire","MBON31","CRE102",25,1,1,"fw:MBON31"
"25","flywire","MBON31","SMP112",24,2,2,"fw:MBON31"
"26","flywire","MBON31","CRE040",22,1,1,"fw:MBON31"
"27","flywire","MBON31","PAM05",22,1,3,"fw:MBON31"
"28","flywire","MBON31","SMPp&v1A_S02",22,1,1,"fw:MBON31"
"29","flywire","MBON31","720575940646415907",21,1,2,"fw:MBON31"
"30","flywire","MBON31","CB0757",21,2,3,"fw:MBON31"
"31","flywire","MBON31","CRE017",21,1,2,"fw:MBON31"
"32","flywire","MBON31","SMP116",19,1,1,"fw:MBON31"
"33","flywire","MBON31","IB049",15,2,2,"fw:MBON31"
"34","flywire","MBON31","MBON32",15,2,2,"fw:MBON31"
"35","flywire","MBON31","PAM06",13,1,1,"fw:MBON31"
"36","flywire","MBON31","DNge053",12,1,1,"fw:MBON31"
"37","flywire","MBON31","PPL103",12,2,1,"fw:MBON31"
"38","flywire","MBON31","DPM",11,1,1,"fw:MBON31"
"39","flywire","MBON31","SMP108",9,1,1,"fw:MBON31"
"40","flywire","MBON31","DNae007",8,1,1,"fw:MBON31"
"41","flywire","MBON31","DNae018",7,1,1,"fw:MBON31"
"42","flywire","MBON31","LAL016",7,1,1,"fw:MBON31"
"43","flywire","MBON31","PAM08",7,1,1,"fw:MBON31"
"44","flywire","MBON31","VES011",7,1,1,"fw:MBON31"
"45","flywire","MBON31","LAL031",6,1,1,"fw:MBON31"
"46","flywire","MBON31","LAL073",6,1,1,"fw:MBON31"
"47","flywire","MBON31","LAL137",6,1,1,"fw:MBON31"
"48","flywire","MBON31","LAL144a",6,1,1,"fw:MBON31"
"49","flywire","MBON32","LAL171,LAL172",480,2,4,"fw:MBON32"
"50","flywire","MBON32","MBON26",424,2,2,"fw:MBON32"
"51","flywire","MBON32","LAL170",243,2,2,"fw:MBON32"
"52","flywire","MBON32","LAL169",227,2,2,"fw:MBON32"
"53","flywire","MBON32","LAL173,LAL174",216,2,4,"fw:MBON32"
"54","flywire","MBON32","LAL018",132,2,2,"fw:MBON32"
"55","flywire","MBON32","LAL119",125,2,2,"fw:MBON32"
"56","flywire","MBON32","LAL125,LAL108",124,2,4,"fw:MBON32"
"57","flywire","MBON32","LAL074,LAL084",111,2,4,"fw:MBON32"
"58","flywire","MBON32","LAL135",109,2,2,"fw:MBON32"
"59","flywire","MBON32","IB049",108,2,4,"fw:MBON32"
"60","flywire","MBON32","MBON27",84,2,2,"fw:MBON32"
"61","flywire","MBON32","DNae019",80,2,2,"fw:MBON32"
"62","flywire","MBON32","DNa03",78,2,2,"fw:MBON32"
"63","flywire","MBON32","SMP112",78,2,5,"fw:MBON32"
"64","flywire","MBON32","IB048",76,2,2,"fw:MBON32"
"65","flywire","MBON32","VES073",64,2,2,"fw:MBON32"
"66","flywire","MBON32","LAL163,LAL164",61,2,4,"fw:MBON32"
"67","flywire","MBON32","CRE040",60,2,2,"fw:MBON32"
"68","flywire","MBON32","LAL155",54,2,3,"fw:MBON32"
"69","flywire","MBON32","LAL183",51,2,2,"fw:MBON32"
"70","flywire","MBON32","DNa02",50,2,2,"fw:MBON32"
"71","flywire","MBON32","CRE022",48,2,2,"fw:MBON32"
"72","flywire","MBON32","VES070",48,2,2,"fw:MBON32"
"73","flywire","MBON32","APL",43,2,2,"fw:MBON32"
"74","flywire","MBON32","LAL196",36,1,3,"fw:MBON32"
"75","flywire","MBON32","CB0757",35,2,3,"fw:MBON32"
"76","flywire","MBON32","DNae018",31,1,1,"fw:MBON32"
"77","flywire","MBON32","CB0497",29,2,2,"fw:MBON32"
"78","flywire","MBON32","IB062",29,2,2,"fw:MBON32"
"79","flywire","MBON32","DNpe078",25,1,2,"fw:MBON32"
"80","flywire","MBON32","LAL159",25,1,1,"fw:MBON32"
"81","flywire","MBON32","MBON35",25,1,1,"fw:MBON32"
"82","flywire","MBON32","CRE011",24,2,1,"fw:MBON32"
"83","flywire","MBON32","MBON31",22,2,2,"fw:MBON32"
"84","flywire","MBON32","CB0646",21,2,2,"fw:MBON32"
"85","flywire","MBON32","CB0543",20,2,2,"fw:MBON32"
"86","flywire","MBON32","DNge053",17,2,2,"fw:MBON32"
"87","flywire","MBON32","720575940607472649",15,2,2,"fw:MBON32"
"88","flywire","MBON32","AOTU008",15,2,2,"fw:MBON32"
"89","flywire","MBON32","LAL137",15,1,1,"fw:MBON32"
"90","flywire","MBON32","MBON12",15,1,2,"fw:MBON32"
"91","flywire","MBON32","PPL103",14,1,2,"fw:MBON32"
"92","flywire","MBON32","SMP014",14,1,1,"fw:MBON32"
"93","flywire","MBON32","MBON30",13,1,1,"fw:MBON32"
"94","flywire","MBON32","AVLP015",12,2,2,"fw:MBON32"
"95","flywire","MBON32","AVLP562",11,1,1,"fw:MBON32"
"96","flywire","MBON32","DNpe042",11,1,1,"fw:MBON32"
"97","flywire","MBON32","LAL051",10,1,1,"fw:MBON32"
"98","flywire","MBON32","MBON33",9,1,1,"fw:MBON32"
"99","flywire","MBON32","VES045",9,1,1,"fw:MBON32"
"100","flywire","MBON32","LAL160,LAL161",8,1,1,"fw:MBON32"
"101","flywire","MBON32","SMP109",8,1,1,"fw:MBON32"
"102","flywire","MBON32","CL303",7,1,1,"fw:MBON32"
"103","flywire","MBON32","VES011",7,1,1,"fw:MBON32"
"104","flywire","MBON32","DPM",6,1,1,"fw:MBON32"
"105","flywire","MBON32","LAL072",6,1,1,"fw:MBON32"
"106","flywire","MBON32","SMP116",6,1,1,"fw:MBON32"
"107","flywire","MBON26","LAL171,LAL172",2002,2,4,"fw:MBON26"
"108","flywire","MBON26","LAL051",1416,2,2,"fw:MBON26"
"109","flywire","MBON26","LAL173,LAL174",677,2,4,"fw:MBON26"
"110","flywire","MBON26","CB0646",653,2,2,"fw:MBON26"
"111","flywire","MBON26","LAL115",336,2,2,"fw:MBON26"
"112","flywire","MBON26","720575940607472649",304,2,5,"fw:MBON26"
"113","flywire","MBON26","LAL135",296,2,2,"fw:MBON26"
"114","flywire","MBON26","CB0689",270,2,2,"fw:MBON26"
"115","flywire","MBON26","MBON26",221,2,2,"fw:MBON26"
"116","flywire","MBON26","LAL072",220,2,2,"fw:MBON26"
"117","flywire","MBON26","IB048",206,2,2,"fw:MBON26"
"118","flywire","MBON26","LAL183",202,2,2,"fw:MBON26"
"119","flywire","MBON26","IB049",156,2,4,"fw:MBON26"
"120","flywire","MBON26","LHPD2c7",133,2,2,"fw:MBON26"
"121","flywire","MBON26","CRE076",127,2,2,"fw:MBON26"
"122","flywire","MBON26","720575940652059638",115,2,3,"fw:MBON26"
"123","flywire","MBON26","CB0448",110,2,2,"fw:MBON26"
"124","flywire","MBON26","SIP081",96,2,4,"fw:MBON26"
"125","flywire","MBON26","720575940628600124",94,2,5,"fw:MBON26"
"126","flywire","MBON26","ATL038,ATL039",91,2,4,"fw:MBON26"
"127","flywire","MBON26","LAL128",86,2,2,"fw:MBON26"
"128","flywire","MBON26","LAL195",84,2,2,"fw:MBON26"
"129","flywire","MBON26","CL112",81,2,2,"fw:MBON26"
"130","flywire","MBON26","DNa03",70,2,2,"fw:MBON26"
"131","flywire","MBON26","LAL162",69,2,2,"fw:MBON26"
"132","flywire","MBON26","CRE042",68,1,1,"fw:MBON26"
"133","flywire","MBON26","CL021",67,2,2,"fw:MBON26"
"134","flywire","MBON26","LAL155",67,2,4,"fw:MBON26"
"135","flywire","MBON26","CRE069",58,2,2,"fw:MBON26"
"136","flywire","MBON26","LAL073",46,2,1,"fw:MBON26"
"137","flywire","MBON26","LAL119",46,2,2,"fw:MBON26"
"138","flywire","MBON26","720575940627339876",39,2,2,"fw:MBON26"
"139","flywire","MBON26","CRE012",38,2,2,"fw:MBON26"
"140","flywire","MBON26","LHPV4m1",38,2,2,"fw:MBON26"
"141","flywire","MBON26","CRE009",37,2,2,"fw:MBON26"
"142","flywire","MBON26","SMP568",37,2,5,"fw:MBON26"
"143","flywire","MBON26","DPM",34,2,2,"fw:MBON26"
"144","flywire","MBON26","MBON04",33,2,2,"fw:MBON26"
"145","flywire","MBON26","CRE022",31,2,2,"fw:MBON26"
"146","flywire","MBON26","LAL014",31,2,2,"fw:MBON26"
"147","flywire","MBON26","LAL120b",31,2,1,"fw:MBON26"
"148","flywire","MBON26","OA-VUMa1",31,2,2,"fw:MBON26"
"149","flywire","MBON26","SMPp&v1A_P03",31,2,2,"fw:MBON26"
"150","flywire","MBON26","v2LN37",30,2,2,"fw:MBON26"
"151","flywire","MBON26","MBON03",26,2,2,"fw:MBON26"
"152","flywire","MBON26","720575940637451497",25,1,2,"fw:MBON26"
"153","flywire","MBON26","SMP198",25,2,2,"fw:MBON26"
"154","flywire","MBON26","720575940615497099",24,2,2,"fw:MBON26"
"155","flywire","MBON26","CB.FB3,4A0",24,2,2,"fw:MBON26"
"156","flywire","MBON26","SMP477",24,2,2,"fw:MBON26"
"157","flywire","MBON26","ATL037",23,2,2,"fw:MBON26"
"158","flywire","MBON26","LAL131a",21,2,2,"fw:MBON26"
"159","flywire","MBON26","PPM1205",20,2,2,"fw:MBON26"
"160","flywire","MBON26","CL362",19,1,1,"fw:MBON26"
"161","flywire","MBON26","PAM05",19,1,3,"fw:MBON26"
"162","flywire","MBON26","720575940621773406",18,1,2,"fw:MBON26"
"163","flywire","MBON26","CRE107",17,2,2,"fw:MBON26"
"164","flywire","MBON26","LAL142",17,2,2,"fw:MBON26"
"165","flywire","MBON26","LAL144b",17,2,1,"fw:MBON26"
"166","flywire","MBON26","SAD085",17,2,1,"fw:MBON26"
"167","flywire","MBON26","720575940616985318",16,2,2,"fw:MBON26"
"168","flywire","MBON26","ATL028",15,2,2,"fw:MBON26"
"169","flywire","MBON26","ATL035,ATL036",15,2,2,"fw:MBON26"
"170","flywire","MBON26","LAL016",15,1,1,"fw:MBON26"
"171","flywire","MBON26","PPL107",15,2,2,"fw:MBON26"
"172","flywire","MBON26","APL",14,2,2,"fw:MBON26"
"173","flywire","MBON26","720575940627292420",13,1,2,"fw:MBON26"
"174","flywire","MBON26","720575940627661720",13,1,1,"fw:MBON26"
"175","flywire","MBON26","CB.FB3,4A1",13,2,2,"fw:MBON26"
"176","flywire","MBON26","DNge053",13,1,2,"fw:MBON26"
"177","flywire","MBON26","CRE095b",12,1,2,"fw:MBON26"
"178","flywire","MBON26","DNge127",12,1,1,"fw:MBON26"
"179","flywire","MBON26","ATL002",10,1,1,"fw:MBON26"
"180","flywire","MBON26","CB.FB3,4I3",10,1,1,"fw:MBON26"
"181","flywire","MBON26","CB0757",9,1,1,"fw:MBON26"
"182","flywire","MBON26","CRE056",9,1,1,"fw:MBON26"
"183","flywire","MBON26","LAL075",9,1,1,"fw:MBON26"
"184","flywire","MBON26","720575940630816207",8,1,1,"fw:MBON26"
"185","flywire","MBON26","MBON24",8,1,1,"fw:MBON26"
"186","flywire","MBON26","SIP028a",8,1,1,"fw:MBON26"
"187","flywire","MBON26","SIP028b",8,1,1,"fw:MBON26"
"188","flywire","MBON26","720575940626527577",7,1,1,"fw:MBON26"
"189","flywire","MBON26","720575940634813552",7,1,1,"fw:MBON26"
"190","flywire","MBON26","720575940643998487",7,1,1,"fw:MBON26"
"191","flywire","MBON26","ATL033",7,1,1,"fw:MBON26"
"192","flywire","MBON26","ATL034",7,1,1,"fw:MBON26"
"193","flywire","MBON26","LAL198",7,1,1,"fw:MBON26"
"194","flywire","MBON26","LHCENT11",7,1,1,"fw:MBON26"
"195","flywire","MBON26","MBON31",7,1,1,"fw:MBON26"
"196","flywire","MBON26","PAM13",7,1,1,"fw:MBON26"
"197","flywire","MBON26","SMP210",7,1,1,"fw:MBON26"
"198","flywire","MBON26","VES072",7,1,1,"fw:MBON26"
"199","flywire","MBON26","720575940614437886",6,1,1,"fw:MBON26"
"200","flywire","MBON26","ALIN4",6,1,1,"fw:MBON26"
"201","flywire","MBON26","DNpe052",6,1,1,"fw:MBON26"
"202","flywire","MBON26","DNpe078",6,1,1,"fw:MBON26"
"203","flywire","MBON26","LAL011",6,1,1,"fw:MBON26"
"204","flywire","MBON26","LAL099",6,1,1,"fw:MBON26"
"205","flywire","MBON26","LAL129",6,1,1,"fw:MBON26"
"206","flywire","MBON26","MBON27",6,1,1,"fw:MBON26"
"207","flywire","MBON26","SAD009",6,1,1,"fw:MBON26"
"208","flywire","MBON26","SMP165",6,1,1,"fw:MBON26"
"209","flywire","MBON26","VES049",6,1,1,"fw:MBON26"
"210","flywire","MBON27","DNa03",226,2,2,"fw:MBON27"
"211","flywire","MBON27","MBON26",166,2,2,"fw:MBON27"
"212","flywire","MBON27","LAL159",141,2,2,"fw:MBON27"
"213","flywire","MBON27","LAL120b",125,2,2,"fw:MBON27"
"214","flywire","MBON27","LAL018",110,2,2,"fw:MBON27"
"215","flywire","MBON27","LAL074,LAL084",94,2,4,"fw:MBON27"
"216","flywire","MBON27","LAL119",94,2,2,"fw:MBON27"
"217","flywire","MBON27","LAL123",92,2,2,"fw:MBON27"
"218","flywire","MBON27","VES011",83,2,2,"fw:MBON27"
"219","flywire","MBON27","LAL173,LAL174",75,2,4,"fw:MBON27"
"220","flywire","MBON27","LAL183",69,2,2,"fw:MBON27"
"221","flywire","MBON27","CRE100",64,2,2,"fw:MBON27"
"222","flywire","MBON27","LAL171,LAL172",61,2,4,"fw:MBON27"
"223","flywire","MBON27","LAL137",55,2,2,"fw:MBON27"
"224","flywire","MBON27","CRE004",54,2,2,"fw:MBON27"
"225","flywire","MBON27","LAL014",54,2,2,"fw:MBON27"
"226","flywire","MBON27","LAL125,LAL108",52,2,4,"fw:MBON27"
"227","flywire","MBON27","AOTUv1A_T01",51,2,4,"fw:MBON27"
"228","flywire","MBON27","LAL051",43,2,2,"fw:MBON27"
"229","flywire","MBON27","LAL120a",43,2,2,"fw:MBON27"
"230","flywire","MBON27","LAL073",42,1,1,"fw:MBON27"
"231","flywire","MBON27","LAL122",42,2,2,"fw:MBON27"
"232","flywire","MBON27","LAL127",41,2,4,"fw:MBON27"
"233","flywire","MBON27","LAL075",40,2,2,"fw:MBON27"
"234","flywire","MBON27","CRE012",38,2,2,"fw:MBON27"
"235","flywire","MBON27","LAL190",36,2,2,"fw:MBON27"
"236","flywire","MBON27","LAL196",36,2,4,"fw:MBON27"
"237","flywire","MBON27","DNbe003",35,2,2,"fw:MBON27"
"238","flywire","MBON27","SMP447",35,2,3,"fw:MBON27"
"239","flywire","MBON27","LAL169",34,2,2,"fw:MBON27"
"240","flywire","MBON27","DNpe078",33,2,2,"fw:MBON27"
"241","flywire","MBON27","LAL200",32,2,2,"fw:MBON27"
"242","flywire","MBON27","VES059",32,2,2,"fw:MBON27"
"243","flywire","MBON27","CRE078",29,2,3,"fw:MBON27"
"244","flywire","MBON27","MBON31",29,2,2,"fw:MBON27"
"245","flywire","MBON27","VES047",26,2,2,"fw:MBON27"
"246","flywire","MBON27","CRE042",23,1,1,"fw:MBON27"
"247","flywire","MBON27","IB048",21,2,2,"fw:MBON27"
"248","flywire","MBON27","MBON05",21,2,2,"fw:MBON27"
"249","flywire","MBON27","SMP199",20,2,2,"fw:MBON27"
"250","flywire","MBON27","720575940603938238",18,1,2,"fw:MBON27"
"251","flywire","MBON27","SMP048",18,2,2,"fw:MBON27"
"252","flywire","MBON27","SMP204",18,1,1,"fw:MBON27"
"253","flywire","MBON27","CREa1A_T01",17,1,1,"fw:MBON27"
"254","flywire","MBON27","LAL154",17,1,1,"fw:MBON27"
"255","flywire","MBON27","LAL072",16,2,2,"fw:MBON27"
"256","flywire","MBON27","PLP222",16,2,2,"fw:MBON27"
"257","flywire","MBON27","720575940622343094",15,2,2,"fw:MBON27"
"258","flywire","MBON27","CRE041",15,2,2,"fw:MBON27"
"259","flywire","MBON27","LCNOpm",15,2,2,"fw:MBON27"
"260","flywire","MBON27","CB.FB5F1",13,2,2,"fw:MBON27"
"261","flywire","MBON27","IB064",13,2,2,"fw:MBON27"
"262","flywire","MBON27","720575940618469681",12,2,2,"fw:MBON27"
"263","flywire","MBON27","CRE013",12,1,1,"fw:MBON27"
"264","flywire","MBON27","SMP253",11,1,1,"fw:MBON27"
"265","flywire","MBON27","LAL128",10,1,1,"fw:MBON27"
"266","flywire","MBON27","LAL160,LAL161",10,1,1,"fw:MBON27"
"267","flywire","MBON27","CB0689",9,1,1,"fw:MBON27"
"268","flywire","MBON27","LAL115",9,1,1,"fw:MBON27"
"269","flywire","MBON27","LAL163,LAL164",9,1,1,"fw:MBON27"
"270","flywire","MBON27","LAL040",8,1,1,"fw:MBON27"
"271","flywire","MBON27","LHPV5e1",8,1,1,"fw:MBON27"
"272","flywire","MBON27","MBON27",8,1,1,"fw:MBON27"
"273","flywire","MBON27","SMP554",8,1,1,"fw:MBON27"
"274","flywire","MBON27","VES067",8,1,1,"fw:MBON27"
"275","flywire","MBON27","720575940609932130",7,1,1,"fw:MBON27"
"276","flywire","MBON27","720575940632656941",7,1,1,"fw:MBON27"
"277","flywire","MBON27","CRE079",7,1,1,"fw:MBON27"
"278","flywire","MBON27","LAL010",7,1,1,"fw:MBON27"
"279","flywire","MBON27","LAL113",7,1,1,"fw:MBON27"
"280","flywire","MBON27","SMP053",7,1,1,"fw:MBON27"
"281","flywire","MBON27","SMP177",7,1,1,"fw:MBON27"
"282","flywire","MBON27","SMP184",7,1,1,"fw:MBON27"
"283","flywire","MBON27","SMP198",7,1,1,"fw:MBON27"
"284","flywire","MBON27","SMP568",7,1,1,"fw:MBON27"
"285","flywire","MBON27","VES057",7,1,1,"fw:MBON27"
"286","flywire","MBON27","mALD1",7,1,1,"fw:MBON27"
"287","flywire","MBON27","720575940631071559",6,1,1,"fw:MBON27"
"288","flywire","MBON27","CB0757",6,1,1,"fw:MBON27"
"289","flywire","MBON27","LAL131b",6,1,1,"fw:MBON27"
"290","flywire","MBON27","LAL144a",6,1,1,"fw:MBON27"
"291","flywire","MBON27","LAL185",6,1,1,"fw:MBON27"
"292","flywire","MBON27","PPM1205",6,1,1,"fw:MBON27"
"293","flywire","MBON27","SMP144,SMP150",6,1,1,"fw:MBON27"
"294","flywire","LAL051","LAL171,LAL172",800,2,4,"fw:LAL051"
"295","flywire","LAL051","DNa03",626,2,2,"fw:LAL051"
"296","flywire","LAL051","LAL125,LAL108",406,2,4,"fw:LAL051"
"297","flywire","LAL051","LAL011",356,2,2,"fw:LAL051"
"298","flywire","LAL051","LAL073",342,2,2,"fw:LAL051"
"299","flywire","LAL051","720575940617297947",328,2,4,"fw:LAL051"
"300","flywire","LAL051","LAL074,LAL084",302,2,4,"fw:LAL051"
"301","flywire","LAL051","720575940630624530",278,2,6,"fw:LAL051"
"302","flywire","LAL051","MBON26",270,2,2,"fw:LAL051"
"303","flywire","LAL051","DNpe078",234,2,4,"fw:LAL051"
"304","flywire","LAL051","LAL183",214,2,2,"fw:LAL051"
"305","flywire","LAL051","VES015",201,2,2,"fw:LAL051"
"306","flywire","LAL051","DNa02",200,2,2,"fw:LAL051"
"307","flywire","LAL051","LAL120b",198,2,2,"fw:LAL051"
"308","flywire","LAL051","LCNOpm",197,2,2,"fw:LAL051"
"309","flywire","LAL051","720575940607472649",177,2,5,"fw:LAL051"
"310","flywire","LAL051","LAL075",168,2,2,"fw:LAL051"
"311","flywire","LAL051","LAL120a",159,2,2,"fw:LAL051"
"312","flywire","LAL051","LAL018",139,2,2,"fw:LAL051"
"313","flywire","LAL051","DNae019",134,2,2,"fw:LAL051"
"314","flywire","LAL051","LAL198",133,2,2,"fw:LAL051"
"315","flywire","LAL051","720575940639142116",127,2,6,"fw:LAL051"
"316","flywire","LAL051","LNO1",117,2,4,"fw:LAL051"
"317","flywire","LAL051","720575940627339876",113,2,2,"fw:LAL051"
"318","flywire","LAL051","DNae018",110,2,2,"fw:LAL051"
"319","flywire","LAL051","CB0463",86,2,2,"fw:LAL051"
"320","flywire","LAL051","LAL012",86,2,2,"fw:LAL051"
"321","flywire","LAL051","LAL072",78,2,2,"fw:LAL051"
"322","flywire","LAL051","LAL131b",69,2,2,"fw:LAL051"
"323","flywire","LAL051","LAL112",65,2,4,"fw:LAL051"
"324","flywire","LAL051","LAL127",65,2,4,"fw:LAL051"
"325","flywire","LAL051","LAL131a",62,2,2,"fw:LAL051"
"326","flywire","LAL051","DNae003",60,2,2,"fw:LAL051"
"327","flywire","LAL051","LAL019",59,2,4,"fw:LAL051"
"328","flywire","LAL051","LAL035",52,2,4,"fw:LAL051"
"329","flywire","LAL051","ExR6",48,2,2,"fw:LAL051"
"330","flywire","LAL051","LAL038",48,2,2,"fw:LAL051"
"331","flywire","LAL051","720575940611182554",46,2,3,"fw:LAL051"
"332","flywire","LAL051","LAL144a",43,2,2,"fw:LAL051"
"333","flywire","LAL051","LAL170",37,2,2,"fw:LAL051"
"334","flywire","LAL051","DNde003",36,2,2,"fw:LAL051"
"335","flywire","LAL051","LAL186",36,2,2,"fw:LAL051"
"336","flywire","LAL051","SMP544",36,2,3,"fw:LAL051"
"337","flywire","LAL051","LAL152",35,2,2,"fw:LAL051"
"338","flywire","LAL051","CB0100",31,2,2,"fw:LAL051"
"339","flywire","LAL051","PPM1205",31,2,2,"fw:LAL051"
"340","flywire","LAL051","VES010",31,2,2,"fw:LAL051"
"341","flywire","LAL051","LAL144b",30,2,3,"fw:LAL051"
"342","flywire","LAL051","LAL135",27,1,1,"fw:LAL051"
"343","flywire","LAL051","LAL176,LAL177",26,2,3,"fw:LAL051"
"344","flywire","LAL051","LAL014",25,2,2,"fw:LAL051"
"345","flywire","LAL051","LAL110",24,2,3,"fw:LAL051"
"346","flywire","LAL051","LAL128",24,2,2,"fw:LAL051"
"347","flywire","LAL051","LNOa",23,2,2,"fw:LAL051"
"348","flywire","LAL051","LAL119",22,2,2,"fw:LAL051"
"349","flywire","LAL051","LAL185",22,1,2,"fw:LAL051"
"350","flywire","LAL051","DNde004",21,2,2,"fw:LAL051"
"351","flywire","LAL051","LAL154",20,2,2,"fw:LAL051"
"352","flywire","LAL051","MBON27",20,2,2,"fw:LAL051"
"353","flywire","LAL051","720575940625479426",19,2,2,"fw:LAL051"
"354","flywire","LAL051","CB0689",19,2,2,"fw:LAL051"
"355","flywire","LAL051","DNge041",18,2,2,"fw:LAL051"
"356","flywire","LAL051","LAL122",16,2,2,"fw:LAL051"
"357","flywire","LAL051","PS233",16,1,2,"fw:LAL051"
"358","flywire","LAL051","PVLP060",15,1,1,"fw:LAL051"
"359","flywire","LAL051","LAL016",14,2,2,"fw:LAL051"
"360","flywire","LAL051","LAL175",12,2,2,"fw:LAL051"
"361","flywire","LAL051","M_spPN5t10",12,1,1,"fw:LAL051"
"362","flywire","LAL051","LAL076",11,1,1,"fw:LAL051"
"363","flywire","LAL051","LAL031",10,1,1,"fw:LAL051"
"364","flywire","LAL051","CB0646",9,1,1,"fw:LAL051"
"365","flywire","LAL051","IB024",9,1,1,"fw:LAL051"
"366","flywire","LAL051","LAL167a",9,1,1,"fw:LAL051"
"367","flywire","LAL051","CRE017",8,1,1,"fw:LAL051"
"368","flywire","LAL051","LAL049",8,1,1,"fw:LAL051"
"369","flywire","LAL051","LAL100",8,1,1,"fw:LAL051"
"370","flywire","LAL051","720575940631670865",7,1,1,"fw:LAL051"
"371","flywire","LAL051","CRE013",7,1,1,"fw:LAL051"
"372","flywire","LAL051","LAL017",7,1,1,"fw:LAL051"
"373","flywire","LAL051","LAL123",7,1,1,"fw:LAL051"
"374","flywire","LAL051","SIP087",7,1,1,"fw:LAL051"
"375","flywire","LAL051","VES059",7,1,1,"fw:LAL051"
"376","flywire","LAL051","720575940639968640",6,1,1,"fw:LAL051"
"377","flywire","LAL051","CB0199",6,1,1,"fw:LAL051"
"378","flywire","LAL051","LAL001",6,1,1,"fw:LAL051"
"379","flywire","LAL051","LAL022",6,1,1,"fw:LAL051"
"380","flywire","LAL051","VES070",6,1,1,"fw:LAL051"
"381","flywire","LAL171,LAL172","LAL072",749,4,2,"fw:LAL171,LAL172"
"382","flywire","LAL171,LAL172","LAL144a",725,4,2,"fw:LAL171,LAL172"
"383","flywire","LAL171,LAL172","DNa03",634,4,2,"fw:LAL171,LAL172"
"384","flywire","LAL171,LAL172","MBON31",582,4,2,"fw:LAL171,LAL172"
"385","flywire","LAL171,LAL172","MBON32",443,4,2,"fw:LAL171,LAL172"
"386","flywire","LAL171,LAL172","LAL125,LAL108",424,4,4,"fw:LAL171,LAL172"
"387","flywire","LAL171,LAL172","DNae018",315,4,2,"fw:LAL171,LAL172"
"388","flywire","LAL171,LAL172","DNae019",315,4,2,"fw:LAL171,LAL172"
"389","flywire","LAL171,LAL172","720575940639142116",289,4,6,"fw:LAL171,LAL172"
"390","flywire","LAL171,LAL172","LAL073",273,4,2,"fw:LAL171,LAL172"
"391","flywire","LAL171,LAL172","LAL183",238,4,2,"fw:LAL171,LAL172"
"392","flywire","LAL171,LAL172","LAL198",227,4,2,"fw:LAL171,LAL172"
"393","flywire","LAL171,LAL172","LAL011",198,4,2,"fw:LAL171,LAL172"
"394","flywire","LAL171,LAL172","CB0757",183,4,4,"fw:LAL171,LAL172"
"395","flywire","LAL171,LAL172","DNpe078",176,4,4,"fw:LAL171,LAL172"
"396","flywire","LAL171,LAL172","LAL018",169,4,2,"fw:LAL171,LAL172"
"397","flywire","LAL171,LAL172","CB0463",161,4,2,"fw:LAL171,LAL172"
"398","flywire","LAL171,LAL172","MBON35",157,4,2,"fw:LAL171,LAL172"
"399","flywire","LAL171,LAL172","DNa02",123,4,2,"fw:LAL171,LAL172"
"400","flywire","LAL171,LAL172","LAL120b",108,3,2,"fw:LAL171,LAL172"
"401","flywire","LAL171,LAL172","LAL074,LAL084",105,4,4,"fw:LAL171,LAL172"
"402","flywire","LAL171,LAL172","LAL075",92,4,2,"fw:LAL171,LAL172"
"403","flywire","LAL171,LAL172","DNae003",88,4,2,"fw:LAL171,LAL172"
"404","flywire","LAL171,LAL172","VES010",88,4,2,"fw:LAL171,LAL172"
"405","flywire","LAL171,LAL172","LAL120a",85,4,2,"fw:LAL171,LAL172"
"406","flywire","LAL171,LAL172","LAL154",79,4,2,"fw:LAL171,LAL172"
"407","flywire","LAL171,LAL172","720575940607472649",78,4,4,"fw:LAL171,LAL172"
