"","dataset","type.pre","type.post","weight","npre","npost","query"
"950","flywire","VES011","LAL022",6,1,1,"fw:VES011"
"951","flywire","VES011","LAL102",6,1,1,"fw:VES011"
"952","flywire","VES011","PS011",6,1,1,"fw:VES011"
"953","flywire","VES011","SMP079",6,1,1,"fw:VES011"
"954","flywire","LAL183","LHPV2e1_a",516,2,8,"fw:LAL183"
"955","flywire","LAL183","LHPV2g1",413,2,4,"fw:LAL183"
"956","flywire","LAL183","CB0196",272,2,2,"fw:LAL183"
"957","flywire","LAL183","LAL125,LAL108",208,2,4,"fw:LAL183"
"958","flywire","LAL183","LHCENT4",163,2,2,"fw:LAL183"
"959","flywire","LAL183","LHPV2i1",161,2,4,"fw:LAL183"
"960","flywire","LAL183","WED081",156,2,2,"fw:LAL183"
"961","flywire","LAL183","720575940618604352",123,2,4,"fw:LAL183"
"962","flywire","LAL183","720575940638922099",122,2,8,"fw:LAL183"
"963","flywire","LAL183","LAL123",118,2,2,"fw:LAL183"
"964","flywire","LAL183","WEDPN3",117,2,6,"fw:LAL183"
"965","flywire","LAL183","720575940623538951",106,2,4,"fw:LAL183"
"966","flywire","LAL183",NA,101,2,3,"fw:LAL183"
"967","flywire","LAL183","720575940615778610",100,2,3,"fw:LAL183"
"968","flywire","LAL183","PLP058",97,2,2,"fw:LAL183"
"969","flywire","LAL183","PLP096",96,2,2,"fw:LAL183"
"970","flywire","LAL183","WEDPN2B",93,2,4,"fw:LAL183"
"971","flywire","LAL183","LHPV6k2",88,2,3,"fw:LAL183"
"972","flywire","LAL183","LHPV7c1",81,2,3,"fw:LAL183"
"973","flywire","LAL183","LHAD2b1",77,2,2,"fw:LAL183"
"974","flywire","LAL183","WEDPN2A",74,2,5,"fw:LAL183"
"975","flywire","LAL183","720575940621786250",71,2,4,"fw:LAL183"
"976","flywire","LAL183","LHPV5b3",55,2,5,"fw:LAL183"
"977","flywire","LAL183","720575940638046948",46,2,2,"fw:LAL183"
"978","flywire","LAL183","LHPV2a1_a",42,2,4,"fw:LAL183"
"979","flywire","LAL183","PLP097",39,2,2,"fw:LAL183"
"980","flywire","LAL183","720575940615941062",35,2,3,"fw:LAL183"
"981","flywire","LAL183","720575940609240515",34,2,4,"fw:LAL183"
"982","flywire","LAL183","CL130",32,2,2,"fw:LAL183"
"983","flywire","LAL183","LHAV2g5",30,2,2,"fw:LAL183"
"984","flywire","LAL183","LHAD2d1",23,2,2,"fw:LAL183"
"985","flywire","LAL183","720575940622671640",19,2,3,"fw:LAL183"
"986","flywire","LAL183","LAL011",15,1,1,"fw:LAL183"
"987","flywire","LAL183","LT36",15,1,1,"fw:LAL183"
"988","flywire","LAL183","CB0379",14,2,2,"fw:LAL183"
"989","flywire","LAL183","LHAD1f3c",14,1,1,"fw:LAL183"
"990","flywire","LAL183","PLP163",14,1,1,"fw:LAL183"
"991","flywire","LAL183","720575940625415178",13,1,1,"fw:LAL183"
"992","flywire","LAL183","720575940633352929",13,2,2,"fw:LAL183"
"993","flywire","LAL183","LHPV6h2",13,2,2,"fw:LAL183"
"994","flywire","LAL183","720575940635712351",12,1,1,"fw:LAL183"
"995","flywire","LAL183","720575940630288697",10,1,1,"fw:LAL183"
"996","flywire","LAL183","720575940635307256",10,1,1,"fw:LAL183"
"997","flywire","LAL183","720575940613449122",9,1,1,"fw:LAL183"
"998","flywire","LAL183","720575940622052641",9,1,1,"fw:LAL183"
"999","flywire","LAL183","720575940623119812",9,1,1,"fw:LAL183"
"1000","flywire","LAL183","720575940630541399",9,1,1,"fw:LAL183"
"1001","flywire","LAL183","720575940637643453",9,1,1,"fw:LAL183"
"1002","flywire","LAL183","PLP073",9,1,1,"fw:LAL183"
"1003","flywire","LAL183","720575940614468007",8,1,1,"fw:LAL183"
"1004","flywire","LAL183","720575940629980972",8,1,1,"fw:LAL183"
"1005","flywire","LAL183","LHAV2b2a",8,1,1,"fw:LAL183"
"1006","flywire","LAL183","LHPV3b1_b",8,1,1,"fw:LAL183"
"1007","flywire","LAL183","LHPV7a2",8,1,1,"fw:LAL183"
"1008","flywire","LAL183","SLP230",8,1,1,"fw:LAL183"
"1009","flywire","LAL183","720575940618252249",7,1,1,"fw:LAL183"
"1010","flywire","LAL183","720575940626889776",7,1,1,"fw:LAL183"
"1011","flywire","LAL183","CB.FB2H0",7,1,1,"fw:LAL183"
"1012","flywire","LAL183","M_vPNml63",7,1,1,"fw:LAL183"
"1013","flywire","LAL183","PPL202",7,1,1,"fw:LAL183"
"1014","flywire","LAL183","WEDPN4",7,1,1,"fw:LAL183"
"1015","flywire","LAL183","720575940627654677",6,1,1,"fw:LAL183"
"1016","flywire","LAL183","AVLP120",6,1,1,"fw:LAL183"
"1017","flywire","LAL183","LHAV1b1",6,1,1,"fw:LAL183"
"1018","flywire","LAL183","LHPV1c2",6,1,1,"fw:LAL183"
"1019","flywire","LAL183","OA-VUMa2",6,1,1,"fw:LAL183"
"1020","flywire","LAL183","PLP212",6,1,1,"fw:LAL183"
"1021","flywire","LAL183","WED092a",6,1,1,"fw:LAL183"
"1022","flywire","LAL183","WEDPN1A",6,1,1,"fw:LAL183"
"1023","flywire","LAL170","LAL125,LAL108",548,2,4,"fw:LAL170"
"1024","flywire","LAL170","LAL123",300,2,2,"fw:LAL170"
"1025","flywire","LAL170","LAL098",226,2,2,"fw:LAL170"
"1026","flywire","LAL170","DNa02",200,2,2,"fw:LAL170"
"1027","flywire","LAL170","LAL152",189,2,2,"fw:LAL170"
"1028","flywire","LAL170","LAL155",183,2,4,"fw:LAL170"
"1029","flywire","LAL170","LAL171,LAL172",171,2,4,"fw:LAL170"
"1030","flywire","LAL170","LAL018",154,2,2,"fw:LAL170"
"1031","flywire","LAL170","LAL074,LAL084",143,2,4,"fw:LAL170"
"1032","flywire","LAL170","LAL169",121,2,2,"fw:LAL170"
"1033","flywire","LAL170","LAL173,LAL174",121,2,4,"fw:LAL170"
"1034","flywire","LAL170","DNae009",110,2,2,"fw:LAL170"
"1035","flywire","LAL170","PPM1205",103,2,2,"fw:LAL170"
"1036","flywire","LAL170","MBON26",102,2,2,"fw:LAL170"
"1037","flywire","LAL170","LAL124",96,2,2,"fw:LAL170"
"1038","flywire","LAL170","DNae019",93,2,2,"fw:LAL170"
"1039","flywire","LAL170","DNae018",84,2,2,"fw:LAL170"
"1040","flywire","LAL170","DNpe078",68,2,4,"fw:LAL170"
"1041","flywire","LAL170","CB0677",62,2,2,"fw:LAL170"
"1042","flywire","LAL170","DNa03",61,2,2,"fw:LAL170"
"1043","flywire","LAL170","LAL185",58,2,4,"fw:LAL170"
"1044","flywire","LAL170","LAL008",55,2,2,"fw:LAL170"
"1045","flywire","LAL170","CB0497",48,2,2,"fw:LAL170"
"1046","flywire","LAL170","LAL020",48,2,4,"fw:LAL170"
"1047","flywire","LAL170","LAL081",47,2,2,"fw:LAL170"
"1048","flywire","LAL170","LAL159",43,2,2,"fw:LAL170"
"1049","flywire","LAL170","LAL042",40,2,2,"fw:LAL170"
"1050","flywire","LAL170","LAL128",40,2,2,"fw:LAL170"
"1051","flywire","LAL170","LAL137",39,2,2,"fw:LAL170"
"1052","flywire","LAL170","LAL117a",38,2,2,"fw:LAL170"
"1053","flywire","LAL170","LAL170",38,2,2,"fw:LAL170"
"1054","flywire","LAL170","SMP544",35,2,3,"fw:LAL170"
"1055","flywire","LAL170","LAL119",34,2,2,"fw:LAL170"
"1056","flywire","LAL170","CB0079",32,2,2,"fw:LAL170"
"1057","flywire","LAL170","DNa01",28,2,2,"fw:LAL170"
"1058","flywire","LAL170","LAL186",27,2,2,"fw:LAL170"
"1059","flywire","LAL170","720575940617089281",25,2,2,"fw:LAL170"
"1060","flywire","LAL170","DNde003",25,2,2,"fw:LAL170"
"1061","flywire","LAL170","LAL073",25,2,1,"fw:LAL170"
"1062","flywire","LAL170","720575940639142116",23,2,3,"fw:LAL170"
"1063","flywire","LAL170","CB0244",22,2,2,"fw:LAL170"
"1064","flywire","LAL170","SMP014",22,2,2,"fw:LAL170"
"1065","flywire","LAL170","VES007",22,2,2,"fw:LAL170"
"1066","flywire","LAL170","LAL072",20,2,2,"fw:LAL170"
"1067","flywire","LAL170","VES079",20,1,1,"fw:LAL170"
"1068","flywire","LAL170","CB0100",17,2,2,"fw:LAL170"
"1069","flywire","LAL170","OA-VUMa1",15,1,2,"fw:LAL170"
"1070","flywire","LAL170","SMP554",14,2,2,"fw:LAL170"
"1071","flywire","LAL170","DNde004",13,1,1,"fw:LAL170"
"1072","flywire","LAL170","VES047",13,2,2,"fw:LAL170"
"1073","flywire","LAL170","LAL117b",12,1,1,"fw:LAL170"
"1074","flywire","LAL170","CB0625",11,1,1,"fw:LAL170"
"1075","flywire","LAL170","LAL046",8,1,1,"fw:LAL170"
"1076","flywire","LAL170","LAL075",8,1,1,"fw:LAL170"
"1077","flywire","LAL170","VES067",8,1,1,"fw:LAL170"
"1078","flywire","LAL170","CB0285",7,1,1,"fw:LAL170"
"1079","flywire","LAL170","CB0448",7,1,1,"fw:LAL170"
"1080","flywire","LAL170","DNbe010",7,1,1,"fw:LAL170"
"1081","flywire","LAL170","DNpe023",7,1,1,"fw:LAL170"
"1082","flywire","LAL170","LAL022",7,1,1,"fw:LAL170"
"1083","flywire","LAL170","DNae003",6,1,1,"fw:LAL170"
"1084","flywire","LAL170","DNge232",6,1,1,"fw:LAL170"
"1085","flywire","LAL170","LAL016",6,1,1,"fw:LAL170"
"1086","flywire","LAL170","LAL135",6,1,1,"fw:LAL170"
"1087","flywire","LAL170","LAL154",6,1,1,"fw:LAL170"
"1088","flywire","LAL170","LAL183",6,1,1,"fw:LAL170"
"1089","flywire","LAL169","LAL113",679,2,4,"fw:LAL169"
"1090","flywire","LAL169","CB0757",309,2,4,"fw:LAL169"
"1091","flywire","LAL169","LAL082",202,2,2,"fw:LAL169"
"1092","flywire","LAL169","LAL126",193,2,4,"fw:LAL169"
"1093","flywire","LAL169","LAL123",187,2,2,"fw:LAL169"
"1094","flywire","LAL169","MBON32",167,2,2,"fw:LAL169"
"1095","flywire","LAL169","LAL124",146,2,2,"fw:LAL169"
"1096","flywire","LAL169","DNg13",127,2,2,"fw:LAL169"
"1097","flywire","LAL169","LAL121",122,2,2,"fw:LAL169"
"1098","flywire","LAL169","SMP163",120,2,2,"fw:LAL169"
"1099","flywire","LAL169","LAL098",110,2,2,"fw:LAL169"
"1100","flywire","LAL169","CB0463",91,2,2,"fw:LAL169"
"1101","flywire","LAL169","CRE041",91,2,2,"fw:LAL169"
"1102","flywire","LAL169","LAL042",91,2,2,"fw:LAL169"
"1103","flywire","LAL169","CRE011",89,2,2,"fw:LAL169"
"1104","flywire","LAL169","LAL122",83,2,2,"fw:LAL169"
"1105","flywire","LAL169","LAL008",70,2,2,"fw:LAL169"
"1106","flywire","LAL169","SMP147",56,2,2,"fw:LAL169"
"1107","flywire","LAL169","CRE012",53,2,2,"fw:LAL169"
"1108","flywire","LAL169","PPM1205",52,2,2,"fw:LAL169"
"1109","flywire","LAL169","LAL040",47,2,2,"fw:LAL169"
"1110","flywire","LAL169","DNbe006",42,2,2,"fw:LAL169"
"1111","flywire","LAL169","LT41",40,2,2,"fw:LAL169"
"1112","flywire","LAL169","LAL099",36,2,2,"fw:LAL169"
"1113","flywire","LAL169","DNge159",35,1,1,"fw:LAL169"
"1114","flywire","LAL169","LAL125,LAL108",34,2,3,"fw:LAL169"
"1115","flywire","LAL169","CB0751",32,2,2,"fw:LAL169"
"1116","flywire","LAL169","AOTUv3B_P06",30,2,1,"fw:LAL169"
"1117","flywire","LAL169","LAL102",29,1,1,"fw:LAL169"
"1118","flywire","LAL169","VES047",26,2,2,"fw:LAL169"
"1119","flywire","LAL169","CB0584",23,1,1,"fw:LAL169"
"1120","flywire","LAL169","LT51",22,2,2,"fw:LAL169"
"1121","flywire","LAL169","VES026",21,1,1,"fw:LAL169"
"1122","flywire","LAL169","LAL195",19,2,2,"fw:LAL169"
"1123","flywire","LAL169","DNge135",15,1,1,"fw:LAL169"
"1124","flywire","LAL169","VES007",10,1,1,"fw:LAL169"
"1125","flywire","LAL169","DNbe003",9,1,1,"fw:LAL169"
"1126","flywire","LAL169","CB0495",8,1,1,"fw:LAL169"
"1127","flywire","LAL169","DNpe023",8,1,1,"fw:LAL169"
"1128","flywire","LAL169","LAL135",8,1,1,"fw:LAL169"
"1129","flywire","LAL169","LNO2",8,1,1,"fw:LAL169"
"1130","flywire","LAL169","OA-VUMa1",8,1,1,"fw:LAL169"
"1131","flywire","LAL169","AOTU042",7,1,1,"fw:LAL169"
"1132","flywire","LAL169","DNa03",7,1,1,"fw:LAL169"
"1133","flywire","LAL169","DNde004",7,1,1,"fw:LAL169"
"1134","flywire","LAL169","LAL014",7,1,1,"fw:LAL169"
"1135","flywire","LAL169","LAL015",7,1,1,"fw:LAL169"
"1136","flywire","LAL169","LAL022",7,1,1,"fw:LAL169"
"1137","flywire","LAL169","LAL155",7,1,1,"fw:LAL169"
"1138","flywire","LAL169","SMP554",7,1,1,"fw:LAL169"
"1139","flywire","LAL169","VES011",7,1,1,"fw:LAL169"
"1140","flywire","LAL169","CB0244",6,1,1,"fw:LAL169"
"1141","flywire","LAL169","LAL119",6,1,1,"fw:LAL169"
"1142","flywire","LAL169","LAL120b",6,1,1,"fw:LAL169"
"1143","flywire","LAL169","LAL165",6,1,1,"fw:LAL169"
"1144","flywire","LAL115","SMP177",337,2,2,"fw:LAL115"
"1145","flywire","LAL115","VES040",218,2,2,"fw:LAL115"
"1146","flywire","LAL115","SMP568",143,2,5,"fw:LAL115"
"1147","flywire","LAL115","CRE103",124,2,4,"fw:LAL115"
"1148","flywire","LAL115","SMP204",113,2,2,"fw:LAL115"
"1149","flywire","LAL115","CRE102",111,2,2,"fw:LAL115"
"1150","flywire","LAL115","720575940606960393",110,2,5,"fw:LAL115"
"1151","flywire","LAL115","SIP087",77,2,2,"fw:LAL115"
"1152","flywire","LAL115","LHPV5e3",74,2,2,"fw:LAL115"
"1153","flywire","LAL115",NA,64,2,4,"fw:LAL115"
"1154","flywire","LAL115","LAL115",56,2,2,"fw:LAL115"
"1155","flywire","LAL115","SMP477",54,2,3,"fw:LAL115"
"1156","flywire","LAL115","DNbe008",49,2,2,"fw:LAL115"
"1157","flywire","LAL115","720575940606139308",43,2,2,"fw:LAL115"
"1158","flywire","LAL115","LAL142",41,2,2,"fw:LAL115"
"1159","flywire","LAL115","CRE095a",40,2,2,"fw:LAL115"
"1160","flywire","LAL115","720575940624100075",39,2,3,"fw:LAL115"
"1161","flywire","LAL115","CRE011",38,2,2,"fw:LAL115"
"1162","flywire","LAL115","VES059",35,2,2,"fw:LAL115"
"1163","flywire","LAL115","SIP018",32,2,2,"fw:LAL115"
"1164","flywire","LAL115","LHPV5e1",31,2,1,"fw:LAL115"
"1165","flywire","LAL115","720575940627109202",30,2,2,"fw:LAL115"
"1166","flywire","LAL115","DNge053",30,2,2,"fw:LAL115"
"1167","flywire","LAL115","CRE095b",25,2,2,"fw:LAL115"
"1168","flywire","LAL115","SMP447",22,2,2,"fw:LAL115"
"1169","flywire","LAL115","LAL182",20,2,2,"fw:LAL115"
"1170","flywire","LAL115","SMP586",19,2,1,"fw:LAL115"
"1171","flywire","LAL115","VES016",19,2,2,"fw:LAL115"
"1172","flywire","LAL115","720575940622343094",16,1,2,"fw:LAL115"
"1173","flywire","LAL115","SLP130",16,2,1,"fw:LAL115"
"1174","flywire","LAL115","SMP442",16,2,2,"fw:LAL115"
"1175","flywire","LAL115","MBON10",13,1,2,"fw:LAL115"
"1176","flywire","LAL115","VES054",12,1,1,"fw:LAL115"
"1177","flywire","LAL115","VES075",12,1,1,"fw:LAL115"
"1178","flywire","LAL115","720575940611182554",11,1,1,"fw:LAL115"
"1179","flywire","LAL115","AOTU064",10,1,1,"fw:LAL115"
"1180","flywire","LAL115","SAD085",10,1,1,"fw:LAL115"
"1181","flywire","LAL115","720575940636644600",9,1,1,"fw:LAL115"
"1182","flywire","LAL115","SMP384",8,1,1,"fw:LAL115"
"1183","flywire","LAL115","VES079",8,1,1,"fw:LAL115"
"1184","flywire","LAL115","720575940616985318",7,1,1,"fw:LAL115"
"1185","flywire","LAL115","720575940634263706",7,1,1,"fw:LAL115"
"1186","flywire","LAL115","AVLP446",7,1,1,"fw:LAL115"
"1187","flywire","LAL115","SMP185",7,1,1,"fw:LAL115"
"1188","flywire","LAL115","720575940622855629",6,1,1,"fw:LAL115"
"1189","flywire","LAL115","720575940625766842",6,1,1,"fw:LAL115"
"1190","flywire","LAL115","720575940632656941",6,1,1,"fw:LAL115"
"1191","flywire","LAL115","720575940640864675",6,1,1,"fw:LAL115"
"1192","flywire","LAL115","CRE056",6,1,1,"fw:LAL115"
"1193","flywire","LAL115","SMP199",6,1,1,"fw:LAL115"
"1194","flywire","LAL173,LAL174","CB0646",562,4,2,"fw:LAL173,LAL174"
"1195","flywire","LAL173,LAL174","VES027",394,4,2,"fw:LAL173,LAL174"
"1196","flywire","LAL173,LAL174","MZ_lv2PN",248,4,2,"fw:LAL173,LAL174"
"1197","flywire","LAL173,LAL174","CB0463",220,4,2,"fw:LAL173,LAL174"
"1198","flywire","LAL173,LAL174","VES079",210,4,2,"fw:LAL173,LAL174"
"1199","flywire","LAL173,LAL174","CL112",209,4,2,"fw:LAL173,LAL174"
"1200","flywire","LAL173,LAL174","DNde002",198,4,2,"fw:LAL173,LAL174"
"1201","flywire","LAL173,LAL174","SMP554",189,4,2,"fw:LAL173,LAL174"
"1202","flywire","LAL173,LAL174","VES001",188,4,2,"fw:LAL173,LAL174"
"1203","flywire","LAL173,LAL174","DNde005",162,4,2,"fw:LAL173,LAL174"
"1204","flywire","LAL173,LAL174","CB0226",161,4,2,"fw:LAL173,LAL174"
"1205","flywire","LAL173,LAL174","M_spPN4t9",129,4,2,"fw:LAL173,LAL174"
"1206","flywire","LAL173,LAL174","M_l2PN3t18",116,4,4,"fw:LAL173,LAL174"
"1207","flywire","LAL173,LAL174","720575940619738612",114,4,3,"fw:LAL173,LAL174"
"1208","flywire","LAL173,LAL174","720575940639142116",103,4,6,"fw:LAL173,LAL174"
"1209","flywire","LAL173,LAL174","VES071",101,4,2,"fw:LAL173,LAL174"
"1210","flywire","LAL173,LAL174","CB0244",99,4,2,"fw:LAL173,LAL174"
"1211","flywire","LAL173,LAL174","VES011",99,4,2,"fw:LAL173,LAL174"
"1212","flywire","LAL173,LAL174","CB0865",95,4,4,"fw:LAL173,LAL174"
"1213","flywire","LAL173,LAL174","MBON32",93,3,2,"fw:LAL173,LAL174"
"1214","flywire","LAL173,LAL174","VES064",92,3,1,"fw:LAL173,LAL174"
"1215","flywire","LAL173,LAL174","720575940626667663",81,4,4,"fw:LAL173,LAL174"
"1216","flywire","LAL173,LAL174","LAL018",78,4,2,"fw:LAL173,LAL174"
"1217","flywire","LAL173,LAL174","CB0132",76,4,2,"fw:LAL173,LAL174"
"1218","flywire","LAL173,LAL174","M_lv2PN9t49a",66,4,2,"fw:LAL173,LAL174"
"1219","flywire","LAL173,LAL174","DNa02",63,4,2,"fw:LAL173,LAL174"
"1220","flywire","LAL173,LAL174","DNde003",41,3,2,"fw:LAL173,LAL174"
"1221","flywire","LAL173,LAL174","DNde004",39,3,2,"fw:LAL173,LAL174"
"1222","flywire","LAL173,LAL174","MBON26",37,4,2,"fw:LAL173,LAL174"
"1223","flywire","LAL173,LAL174","720575940620104070",35,4,4,"fw:LAL173,LAL174"
"1224","flywire","LAL173,LAL174","M_l2PNl20",35,4,2,"fw:LAL173,LAL174"
"1225","flywire","LAL173,LAL174","CL335",34,2,1,"fw:LAL173,LAL174"
"1226","flywire","LAL173,LAL174","ALON1",28,2,2,"fw:LAL173,LAL174"
"1227","flywire","LAL173,LAL174","CB0413",28,3,2,"fw:LAL173,LAL174"
"1228","flywire","LAL173,LAL174","M_lv2PN9t49b",27,3,2,"fw:LAL173,LAL174"
"1229","flywire","LAL173,LAL174","LAL074,LAL084",26,3,3,"fw:LAL173,LAL174"
"1230","flywire","LAL173,LAL174",NA,26,2,1,"fw:LAL173,LAL174"
"1231","flywire","LAL173,LAL174","LAL045",25,4,2,"fw:LAL173,LAL174"
"1232","flywire","LAL173,LAL174","LAL173,LAL174",25,3,3,"fw:LAL173,LAL174"
"1233","flywire","LAL173,LAL174","CB0166",24,2,2,"fw:LAL173,LAL174"
"1234","flywire","LAL173,LAL174","LNO2",22,2,2,"fw:LAL173,LAL174"
"1235","flywire","LAL173,LAL174","PS046",18,2,1,"fw:LAL173,LAL174"
"1236","flywire","LAL173,LAL174","ALON3",17,2,1,"fw:LAL173,LAL174"
"1237","flywire","LAL173,LAL174","720575940625114174",16,2,1,"fw:LAL173,LAL174"
"1238","flywire","LAL173,LAL174","SAD045,SAD046",16,2,1,"fw:LAL173,LAL174"
"1239","flywire","LAL173,LAL174","DNpe082",15,2,1,"fw:LAL173,LAL174"
"1240","flywire","LAL173,LAL174","720575940607672003",14,2,1,"fw:LAL173,LAL174"
"1241","flywire","LAL173,LAL174","LAL122",14,2,1,"fw:LAL173,LAL174"
"1242","flywire","LAL173,LAL174","LHCENT11",14,2,1,"fw:LAL173,LAL174"
"1243","flywire","LAL173,LAL174","720575940633062335",13,1,1,"fw:LAL173,LAL174"
"1244","flywire","LAL173,LAL174","DNge232",13,2,1,"fw:LAL173,LAL174"
"1245","flywire","LAL173,LAL174","PS011",13,2,1,"fw:LAL173,LAL174"
"1246","flywire","LAL173,LAL174","LAL125,LAL108",12,1,2,"fw:LAL173,LAL174"
"1247","flywire","LAL173,LAL174","LAL198",11,1,1,"fw:LAL173,LAL174"
"1248","flywire","LAL173,LAL174","LAL011",10,1,1,"fw:LAL173,LAL174"
"1249","flywire","LAL173,LAL174","CB0683",9,1,1,"fw:LAL173,LAL174"
"1250","flywire","LAL173,LAL174","DNge041",9,1,1,"fw:LAL173,LAL174"
"1251","flywire","LAL173,LAL174","VES002",8,1,1,"fw:LAL173,LAL174"
"1252","flywire","LAL173,LAL174","mALB5",8,1,1,"fw:LAL173,LAL174"
"1253","flywire","LAL173,LAL174","CB0757",7,1,1,"fw:LAL173,LAL174"
"1254","flywire","LAL173,LAL174","DNge047",7,1,1,"fw:LAL173,LAL174"
"1255","flywire","LAL173,LAL174","LT36",7,1,1,"fw:LAL173,LAL174"
"1256","flywire","LAL173,LAL174","SAD045",7,1,1,"fw:LAL173,LAL174"
"1257","flywire","LAL173,LAL174","VES047",7,1,1,"fw:LAL173,LAL174"
"1258","flywire","LAL173,LAL174","WEDPN9",7,1,1,"fw:LAL173,LAL174"
"1259","flywire","LAL173,LAL174","mALB2",7,1,1,"fw:LAL173,LAL174"
"1260","flywire","LAL173,LAL174","720575940628953595",6,1,1,"fw:LAL173,LAL174"
"1261","flywire","LAL173,LAL174","720575940642399648",6,1,1,"fw:LAL173,LAL174"
"1262","flywire","LAL173,LAL174","CB0130",6,1,1,"fw:LAL173,LAL174"
"1263","flywire","LAL173,LAL174","DNae003",6,1,1,"fw:LAL173,LAL174"
"1264","flywire","LAL173,LAL174","LAL200",6,1,1,"fw:LAL173,LAL174"
"1265","flywire","LAL173,LAL174","M_l2PNm17",6,1,1,"fw:LAL173,LAL174"
"1266","flywire","LAL073","DNg13",455,2,2,"fw:LAL073"
"1267","flywire","LAL073","AOTU042",422,2,4,"fw:LAL073"
"1268","flywire","LAL073","LAL045",420,2,2,"fw:LAL073"
"1269","flywire","LAL073","PS018b",370,2,2,"fw:LAL073"
"1270","flywire","LAL073","LAL102",332,2,2,"fw:LAL073"
"1271","flywire","LAL073","DNbe003",309,2,2,"fw:LAL073"
"1272","flywire","LAL073","LAL141",306,2,2,"fw:LAL073"
"1273","flywire","LAL073","CL328,IB070,IB071",279,2,9,"fw:LAL073"
"1274","flywire","LAL073","DNbe006",258,2,2,"fw:LAL073"
"1275","flywire","LAL073","LAL193",253,2,2,"fw:LAL073"
"1276","flywire","LAL073","VES026",253,2,2,"fw:LAL073"
"1277","flywire","LAL073","LAL194",220,2,4,"fw:LAL073"
"1278","flywire","LAL073","DNge159",209,2,2,"fw:LAL073"
"1279","flywire","LAL073","LAL040",209,2,2,"fw:LAL073"
"1280","flywire","LAL073","LAL113",201,2,4,"fw:LAL073"
"1281","flywire","LAL073","CB0316",195,2,2,"fw:LAL073"
"1282","flywire","LAL073","LAL140",148,2,2,"fw:LAL073"
"1283","flywire","LAL073","DNb01",121,2,2,"fw:LAL073"
"1284","flywire","LAL073","LAL101",114,2,2,"fw:LAL073"
"1285","flywire","LAL073","LAL142",109,2,2,"fw:LAL073"
"1286","flywire","LAL073","DNbe010",103,2,2,"fw:LAL073"
"1287","flywire","LAL073","LAL123",101,2,2,"fw:LAL073"
"1288","flywire","LAL073","PLP021",96,2,3,"fw:LAL073"
"1289","flywire","LAL073","VES007",96,2,2,"fw:LAL073"
"1290","flywire","LAL073","AOTU033",95,2,2,"fw:LAL073"
"1291","flywire","LAL073","CB0285",86,2,2,"fw:LAL073"
"1292","flywire","LAL073","ExR6",86,2,2,"fw:LAL073"
"1293","flywire","LAL073","LAL130",84,2,2,"fw:LAL073"
"1294","flywire","LAL073","720575940643998487",82,2,4,"fw:LAL073"
"1295","flywire","LAL073","LAL100",74,2,2,"fw:LAL073"
"1296","flywire","LAL073","DNbe009",72,2,2,"fw:LAL073"
"1297","flywire","LAL073","ExR4",72,2,2,"fw:LAL073"
"1298","flywire","LAL073","LAL126",70,2,4,"fw:LAL073"
"1299","flywire","LAL073","DNpe084",66,2,2,"fw:LAL073"
"1300","flywire","LAL073","LAL011",66,2,2,"fw:LAL073"
"1301","flywire","LAL073","CB0429",65,2,2,"fw:LAL073"
"1302","flywire","LAL073","SMP544",60,2,3,"fw:LAL073"
"1303","flywire","LAL073","LC33a,LC33b",52,2,4,"fw:LAL073"
"1304","flywire","LAL073","LAL003,LAL044",51,2,4,"fw:LAL073"
"1305","flywire","LAL073","DNge170",43,2,2,"fw:LAL073"
"1306","flywire","LAL073","720575940619540416",40,2,3,"fw:LAL073"
"1307","flywire","LAL073","720575940635344796",40,2,2,"fw:LAL073"
"1308","flywire","LAL073","CB0474",38,2,2,"fw:LAL073"
"1309","flywire","LAL073","VES072",37,2,2,"fw:LAL073"
"1310","flywire","LAL073","CB0244",34,2,2,"fw:LAL073"
"1311","flywire","LAL073","DNge162",34,2,2,"fw:LAL073"
"1312","flywire","LAL073","CB0259",30,2,2,"fw:LAL073"
"1313","flywire","LAL073","WED080,WED083,WED084,WED087",29,2,2,"fw:LAL073"
"1314","flywire","LAL073","LT38",28,2,3,"fw:LAL073"
"1315","flywire","LAL073","DNge211",27,2,2,"fw:LAL073"
"1316","flywire","LAL073","DNbe005",25,2,2,"fw:LAL073"
"1317","flywire","LAL073","CB0677",23,2,2,"fw:LAL073"
"1318","flywire","LAL073","CB0204",22,2,2,"fw:LAL073"
"1319","flywire","LAL073","CRE023",22,2,2,"fw:LAL073"
"1320","flywire","LAL073","DNae007",22,2,2,"fw:LAL073"
"1321","flywire","LAL073","LAL121",21,2,2,"fw:LAL073"
"1322","flywire","LAL073","LAL159",21,1,1,"fw:LAL073"
"1323","flywire","LAL073","LAL187",21,2,3,"fw:LAL073"
"1324","flywire","LAL073","VES011",21,2,2,"fw:LAL073"
"1325","flywire","LAL073","CB0529",19,2,2,"fw:LAL073"
"1326","flywire","LAL073","LAL002",19,2,2,"fw:LAL073"
"1327","flywire","LAL073","LAL021",19,2,2,"fw:LAL073"
"1328","flywire","LAL073","720575940606920643",18,1,2,"fw:LAL073"
"1329","flywire","LAL073","CB0365",17,2,2,"fw:LAL073"
"1330","flywire","LAL073","DNa03",16,2,2,"fw:LAL073"
"1331","flywire","LAL073","LAL129",16,2,2,"fw:LAL073"
